"","seq","blockrb","sub","RT","resp","correct","D","I","E","Manhatton","F1_relevant_rank","F1_irrelevant_rank","F2_relevant_rank","F2_irrelevant_rank","rel","irrel","diag1","diag2","diagdiff"
"774",774,3,9,1.5538864,2,2,1,1,1.4142,2,2,3,1,4,-1,1,3.535533906,3.535533906,0
"775",775,3,9,0.6003341,2,2,3,1,3.1623,4,4,4,1,3,-3,-1,1.414213562,4.242640687,2.8284
"776",776,3,9,1.2355537,2,2,2,1,2.2361,3,3,4,1,3,-2,-1,2.121320344,4.242640687,2.1213
"777",777,3,9,0.2786451,2,2,2,2,2.8284,4,4,1,2,3,-2,2,3.535533906,3.535533906,0
"778",778,3,9,1.8206292,1,1,1,3,3.1623,4,2,4,3,1,1,-3,2.828427125,4.242640687,1.4142
"779",779,3,9,1.8958725,2,2,1,1,1.4142,2,3,3,2,4,-1,1,2.828427125,2.828427125,0
"780",780,3,9,0.7193854,2,2,1,1,1.4142,2,4,3,3,4,-1,1,2.121320344,2.121320344,0
"781",781,4,9,1.2012829,2,2,1,1,1.4142,2,2,4,1,3,-1,-1,2.828427125,4.242640687,1.4142
"782",782,4,9,1.7283963,1,1,2,1,2.2361,3,2,3,4,2,2,-1,3.535533906,2.828427125,0.7071
"783",783,4,9,0.6905404,2,2,2,1,2.2361,3,4,1,2,2,-2,1,3.535533906,4.242640687,0.7071
"784",784,4,9,1.302887,2,2,2,1,2.2361,3,3,3,1,4,-2,1,2.828427125,3.535533906,0.7071
"785",785,4,9,1.0166517,1,1,3,3,4.2426,6,1,4,4,1,3,-3,3.535533906,3.535533906,0
"786",786,4,9,0.644783,2,2,3,1,3.1623,4,4,3,1,4,-3,1,2.121320344,3.535533906,1.4142
"787",787,4,9,0.7691456,1,1,1,2,2.2361,3,1,1,2,3,1,2,5.656854249,3.535533906,2.1213
"788",788,4,9,0.2968594,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427125,4.949747468,2.1213
"789",789,4,9,0.7084453,1,1,3,1,3.1623,4,1,1,4,2,3,1,5.656854249,2.828427125,2.8284
"790",790,4,9,0.9616938,2,2,2,1,2.2361,3,3,1,1,2,-2,1,4.242640687,4.949747468,0.7071
"791",791,4,9,1.0430014,1,1,3,1,3.1623,4,1,3,4,4,3,1,4.242640687,1.414213562,2.8284
"792",792,4,9,1.5741243,2,2,1,2,2.2361,3,2,1,1,3,-1,2,4.949747468,4.242640687,0.7071
"793",793,4,9,0.9427506,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747468,3.535533906,1.4142
"794",794,4,9,1.4970417,2,2,1,1,1.4142,2,3,2,2,1,-1,-1,3.535533906,4.949747468,1.4142
"795",795,4,9,0.6143422,2,2,1,2,2.2361,3,4,4,3,2,-1,-2,1.414213562,3.535533906,2.1213
"796",796,4,9,0.6115224,2,2,2,2,2.8284,4,4,3,2,1,-2,-2,2.121320344,4.949747468,2.8284
"797",797,4,9,1.3572692,1,1,1,1,1.4142,2,3,4,4,3,1,-1,2.121320344,2.121320344,0
"798",798,4,9,0.5788906,1,1,2,3,3.6056,5,1,4,3,1,2,-3,3.535533906,4.242640687,0.7071
"799",799,4,9,1.4321683,2,2,2,2,2.8284,4,3,3,1,1,-2,-2,2.828427125,5.656854249,2.8284
"800",800,4,9,1.5315246,1,1,1,2,2.2361,3,3,4,4,2,1,-2,2.121320344,2.828427125,0.7071
"801",801,5,9,1.3702082,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535533906,5.656854249,2.1213
"802",802,5,9,1.8196042,1,1,1,3,3.1623,4,3,1,4,4,1,3,4.242640687,1.414213562,2.8284
"803",803,5,9,0.3737287,1,1,2,2,2.8284,4,1,4,3,2,2,-2,3.535533906,3.535533906,0
"804",804,5,9,0.7928021,1,1,3,2,3.6056,5,1,4,4,2,3,-2,3.535533906,2.828427125,0.7071
"805",805,5,9,1.0222615,2,1,2,1,2.2361,3,1,2,3,3,2,1,4.949747468,2.828427125,2.1213
"806",806,5,9,0.6394753,1,1,3,2,3.6056,5,1,3,4,1,3,-2,4.242640687,3.535533906,0.7071
"807",807,5,9,0.5899692,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854249,2.828427125,2.8284
"808",808,5,9,1.6183437,1,1,2,2,2.8284,4,2,4,4,2,2,-2,2.828427125,2.828427125,0
"809",809,5,9,0.7302341,2,2,2,2,2.8284,4,4,3,2,1,-2,-2,2.121320344,4.949747468,2.8284
"810",810,5,9,1.1576488,2,2,2,2,2.8284,4,3,1,1,3,-2,2,4.242640687,4.242640687,0
"811",811,5,9,0.7155139,2,2,1,1,1.4142,2,4,3,3,2,-1,-1,2.121320344,3.535533906,1.4142
"812",812,5,9,0.8002534,1,1,2,1,2.2361,3,1,2,3,3,2,1,4.949747468,2.828427125,2.1213
"813",813,5,9,1.1658877,2,2,1,1,1.4142,2,3,2,2,3,-1,1,3.535533906,3.535533906,0
"814",814,5,9,1.4721327,1,1,2,2,2.8284,4,2,3,4,1,2,-2,3.535533906,3.535533906,0
"815",815,5,9,0.84421,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414213562,4.949747468,3.5355
"816",816,5,9,1.0580907,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.121320344,4.242640687,2.1213
"817",817,5,9,0.8604439,2,2,2,1,2.2361,3,4,2,2,3,-2,1,2.828427125,3.535533906,0.7071
"818",818,5,9,1.5820874,2,2,1,1,1.4142,2,2,2,1,3,-1,1,4.242640687,4.242640687,0
"819",819,5,9,0.378624,1,1,2,1,2.2361,3,1,4,3,3,2,-1,3.535533906,2.828427125,0.7071
"820",820,5,9,1.018772,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.121320344,4.242640687,2.1213
"821",821,6,9,1.3899842,2,2,1,2,2.2361,3,2,4,1,2,-1,-2,2.828427125,4.949747468,2.1213
"822",822,6,9,1.3187052,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535533906,2.121320344,1.4142
"823",823,6,9,0.8777549,1,1,3,2,3.6056,5,1,4,4,2,3,-2,3.535533906,2.828427125,0.7071
"824",824,6,9,1.5903135,2,2,2,1,2.2361,3,3,4,1,3,-2,-1,2.121320344,4.242640687,2.1213
"825",825,6,9,1.8417573,1,1,1,3,3.1623,4,2,1,3,4,1,3,4.949747468,2.121320344,2.8284
"826",826,6,9,0.7221702,1,1,1,2,2.2361,3,1,4,2,2,1,-2,3.535533906,4.242640687,0.7071
"827",827,6,9,0.9539182,1,1,2,3,3.6056,5,1,4,3,1,2,-3,3.535533906,4.242640687,0.7071
"828",828,6,9,0.8935999,2,2,2,1,2.2361,3,4,2,2,3,-2,1,2.828427125,3.535533906,0.7071
"829",829,6,9,1.307159,1,1,2,2,2.8284,4,2,3,4,1,2,-2,3.535533906,3.535533906,0
"830",830,6,9,0.9485756,1,1,2,1,2.2361,3,1,3,3,2,2,-1,4.242640687,3.535533906,0.7071
"831",831,6,9,0.3973792,1,1,2,1,2.2361,3,1,4,3,3,2,-1,3.535533906,2.828427125,0.7071
"832",832,6,9,0.6488688,1,1,3,2,3.6056,5,1,2,4,4,3,2,4.949747468,1.414213562,3.5355
"833",833,6,9,1.3231806,2,2,2,1,2.2361,3,3,2,1,3,-2,1,3.535533906,4.242640687,0.7071
"834",834,6,9,1.3179426,1,1,1,2,2.2361,3,3,1,4,3,1,2,4.242640687,2.121320344,2.1213
"835",835,6,9,0.7135407,2,2,3,3,4.2426,6,4,4,1,1,-3,-3,1.414213562,5.656854249,4.2426
"836",836,6,9,0.6112832,1,1,1,3,3.1623,4,1,4,2,1,1,-3,3.535533906,4.949747468,1.4142
"837",837,6,9,1.3619591,1,1,1,1,1.4142,2,2,2,3,3,1,1,4.242640687,2.828427125,1.4142
"838",838,6,9,1.6407309,1,1,1,1,1.4142,2,2,4,3,3,1,-1,2.828427125,2.828427125,0
"839",839,6,9,0.5669578,2,2,1,1,1.4142,2,4,2,3,1,-1,-1,2.828427125,4.242640687,1.4142
"840",840,6,9,0.4950646,1,1,3,2,3.6056,5,1,1,4,3,3,2,5.656854249,2.121320344,3.5355
"841",841,1,10,0.9983515,1,1,2,3,3.6056,5,2,4,4,1,2,-3,2.828427125,3.535533906,0.7071
"842",842,1,10,1.014851,1,1,1,3,3.1623,4,1,4,2,1,1,-3,3.535533906,4.949747468,1.4142
"843",843,1,10,0.732458,2,2,1,1,1.4142,2,4,1,3,2,-1,1,3.535533906,3.535533906,0
"844",844,1,10,0.9666972,2,2,2,2,2.8284,4,3,1,1,3,-2,2,4.242640687,4.242640687,0
"845",845,1,10,0.6726614,1,1,1,1,1.4142,2,1,2,2,1,1,-1,4.949747468,4.949747468,0
"846",846,1,10,1.5935584,1,1,2,1,2.2361,3,2,2,4,3,2,1,4.242640687,2.121320344,2.1213
"847",847,1,10,1.0147803,1,1,2,1,2.2361,3,2,3,4,2,2,-1,3.535533906,2.828427125,0.7071
"848",848,1,10,1.1368812,2,2,1,2,2.2361,3,4,2,3,4,-1,2,2.828427125,2.121320344,0.7071
"849",849,1,10,0.7476193,1,1,3,3,4.2426,6,1,4,4,1,3,-3,3.535533906,3.535533906,0
"850",850,1,10,0.8108414,1,1,3,1,3.1623,4,1,3,4,2,3,-1,4.242640687,2.828427125,1.4142
"851",851,1,10,1.5797315,1,1,2,1,2.2361,3,2,2,4,1,2,-1,4.242640687,3.535533906,0.7071
"852",852,1,10,1.3653685,1,1,1,3,3.1623,4,2,1,3,4,1,3,4.949747468,2.121320344,2.8284
"853",853,1,10,2.0002569,NA,1,1,1,1.4142,2,3,2,4,1,1,-1,3.535533906,3.535533906,0
"854",854,1,10,0.6342256,1,1,2,1,2.2361,3,1,2,3,1,2,-1,4.949747468,4.242640687,0.7071
"855",855,1,10,0.6963012,2,2,1,1,1.4142,2,4,4,3,3,-1,-1,1.414213562,2.828427125,1.4142
"856",856,1,10,2.0001517,NA,2,2,3,3.6056,5,3,4,1,1,-2,-3,2.121320344,5.656854249,3.5355
"857",857,1,10,1.7222502,2,1,1,1,1.4142,2,2,4,3,3,1,-1,2.828427125,2.828427125,0
"858",858,1,10,0.7019239,1,1,3,2,3.6056,5,1,2,4,4,3,2,4.949747468,1.414213562,3.5355
"859",859,1,10,1.0321389,2,2,1,1,1.4142,2,3,2,2,3,-1,1,3.535533906,3.535533906,0
"860",860,1,10,1.4216623,2,2,1,3,3.1623,4,3,1,2,4,-1,3,4.242640687,2.828427125,1.4142
"861",861,2,10,1.9358482,1,1,2,1,2.2361,3,2,4,4,3,2,-1,2.828427125,2.121320344,0.7071
"862",862,2,10,1.1523974,1,1,1,2,2.2361,3,3,3,4,1,1,-2,2.828427125,3.535533906,0.7071
"863",863,2,10,1.0647453,2,2,1,1,1.4142,2,3,1,2,2,-1,1,4.242640687,4.242640687,0
"864",864,2,10,1.0593191,2,2,2,1,2.2361,3,3,1,1,2,-2,1,4.242640687,4.949747468,0.7071
"865",865,2,10,0.7538661,1,1,2,2,2.8284,4,1,2,3,4,2,2,4.949747468,2.121320344,2.8284
"866",866,2,10,2.0001566,NA,2,1,2,2.2361,3,2,2,1,4,-1,2,4.242640687,3.535533906,0.7071
"867",867,2,10,0.7183105,1,1,3,2,3.6056,5,1,1,4,3,3,2,5.656854249,2.121320344,3.5355
"868",868,2,10,1.1842152,1,2,3,2,3.6056,5,4,2,1,4,-3,2,2.828427125,3.535533906,0.7071
"869",869,2,10,2.0001088,NA,1,1,1,1.4142,2,2,2,3,1,1,-1,4.242640687,4.242640687,0
"870",870,2,10,1.757381,2,1,1,3,3.1623,4,2,4,3,1,1,-3,2.828427125,4.242640687,1.4142
"871",871,2,10,2.0004308,NA,1,1,3,3.1623,4,3,4,4,1,1,-3,2.121320344,3.535533906,1.4142
"872",872,2,10,2.0001427,NA,1,1,1,1.4142,2,3,3,4,2,1,-1,2.828427125,2.828427125,0
"873",873,2,10,0.8973346,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2.1213
"874",874,2,10,0.9804293,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535533906,5.656854249,2.1213
"875",875,2,10,0.705712,2,2,2,1,2.2361,3,4,4,2,3,-2,-1,1.414213562,3.535533906,2.1213
"876",876,2,10,0.7296595,2,2,2,1,2.2361,3,4,3,2,4,-2,1,2.121320344,2.828427125,0.7071
"877",877,2,10,0.5766626,2,1,1,1,1.4142,2,3,1,4,2,1,1,4.242640687,2.828427125,1.4142
"878",878,2,10,0.6644416,1,1,3,1,3.1623,4,1,2,4,1,3,-1,4.949747468,3.535533906,1.4142
"879",879,2,10,2.0000226,NA,2,1,1,1.4142,2,2,1,1,2,-1,1,4.949747468,4.949747468,0
"880",880,2,10,1.4270115,1,1,1,2,2.2361,3,2,3,3,1,1,-2,3.535533906,4.242640687,0.7071
"881",881,3,10,1.4053021,1,1,2,2,2.8284,4,2,4,4,2,2,-2,2.828427125,2.828427125,0
"882",882,3,10,1.0610482,1,2,1,1,1.4142,2,3,2,2,1,-1,-1,3.535533906,4.949747468,1.4142
"883",883,3,10,0.6091572,1,1,3,1,3.1623,4,1,4,4,3,3,-1,3.535533906,2.121320344,1.4142
"884",884,3,10,0.4267347,1,1,2,1,2.2361,3,1,3,3,2,2,-1,4.242640687,3.535533906,0.7071
"885",885,3,10,0.8514133,1,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427125,4.242640687,1.4142
"886",886,3,10,0.9471091,2,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242640687,5.656854249,1.4142
"887",887,3,10,0.5498721,1,1,3,3,4.2426,6,1,1,4,4,3,3,5.656854249,1.414213562,4.2426
"888",888,3,10,1.3096093,2,1,1,1,1.4142,2,1,4,2,3,1,-1,3.535533906,3.535533906,0
"889",889,3,10,0.8798132,2,2,2,3,3.6056,5,3,1,1,4,-2,3,4.242640687,3.535533906,0.7071
"890",890,3,10,1.2650949,2,2,1,1,1.4142,2,3,1,2,2,-1,1,4.242640687,4.242640687,0
"891",891,3,10,0.6251772,1,1,3,1,3.1623,4,1,4,4,3,3,-1,3.535533906,2.121320344,1.4142
"892",892,3,10,1.1021805,2,1,2,1,2.2361,3,2,1,4,2,2,1,4.949747468,2.828427125,2.1213
"893",893,3,10,0.8346753,1,2,1,3,3.1623,4,2,1,1,4,-1,3,4.949747468,3.535533906,1.4142
"894",894,3,10,1.887602,2,2,1,1,1.4142,2,2,3,1,4,-1,1,3.535533906,3.535533906,0
"895",895,3,10,0.5072613,2,2,3,1,3.1623,4,4,4,1,3,-3,-1,1.414213562,4.242640687,2.8284
"896",896,3,10,0.7798039,2,2,2,1,2.2361,3,3,4,1,3,-2,-1,2.121320344,4.242640687,2.1213
"897",897,3,10,0.6845349,2,2,2,2,2.8284,4,4,1,2,3,-2,2,3.535533906,3.535533906,0
"898",898,3,10,1.9097006,1,1,1,3,3.1623,4,2,4,3,1,1,-3,2.828427125,4.242640687,1.4142
"899",899,3,10,2.000115,NA,2,1,1,1.4142,2,3,3,2,4,-1,1,2.828427125,2.828427125,0
"900",900,3,10,0.5765825,2,2,1,1,1.4142,2,4,3,3,4,-1,1,2.121320344,2.121320344,0
"901",901,4,10,1.0606623,1,2,1,1,1.4142,2,2,4,1,3,-1,-1,2.828427125,4.242640687,1.4142
"902",902,4,10,1.5184334,1,1,2,1,2.2361,3,2,3,4,2,2,-1,3.535533906,2.828427125,0.7071
"903",903,4,10,2.0000252,NA,2,2,1,2.2361,3,4,1,2,2,-2,1,3.535533906,4.242640687,0.7071
"904",904,4,10,1.2315197,2,2,2,1,2.2361,3,3,3,1,4,-2,1,2.828427125,3.535533906,0.7071
"905",905,4,10,1.4129507,2,1,3,3,4.2426,6,1,4,4,1,3,-3,3.535533906,3.535533906,0
"906",906,4,10,0.7368006,2,2,3,1,3.1623,4,4,3,1,4,-3,1,2.121320344,3.535533906,1.4142
"907",907,4,10,0.4877026,1,1,1,2,2.2361,3,1,1,2,3,1,2,5.656854249,3.535533906,2.1213
"908",908,4,10,0.2840235,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427125,4.949747468,2.1213
"909",909,4,10,0.3348039,1,1,3,1,3.1623,4,1,1,4,2,3,1,5.656854249,2.828427125,2.8284
"910",910,4,10,1.2175526,2,2,2,1,2.2361,3,3,1,1,2,-2,1,4.242640687,4.949747468,0.7071
"911",911,4,10,0.4088608,1,1,3,1,3.1623,4,1,3,4,4,3,1,4.242640687,1.414213562,2.8284
"912",912,4,10,1.3039408,2,2,1,2,2.2361,3,2,1,1,3,-1,2,4.949747468,4.242640687,0.7071
"913",913,4,10,0.3274259,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747468,3.535533906,1.4142
"914",914,4,10,1.3659366,2,2,1,1,1.4142,2,3,2,2,1,-1,-1,3.535533906,4.949747468,1.4142
"915",915,4,10,0.5292029,2,2,1,2,2.2361,3,4,4,3,2,-1,-2,1.414213562,3.535533906,2.1213
"916",916,4,10,0.5284979,2,2,2,2,2.8284,4,4,3,2,1,-2,-2,2.121320344,4.949747468,2.8284
"917",917,4,10,1.6486219,2,1,1,1,1.4142,2,3,4,4,3,1,-1,2.121320344,2.121320344,0
"918",918,4,10,2.0000114,NA,1,2,3,3.6056,5,1,4,3,1,2,-3,3.535533906,4.242640687,0.7071
"919",919,4,10,1.3283357,2,2,2,2,2.8284,4,3,3,1,1,-2,-2,2.828427125,5.656854249,2.8284
"920",920,4,10,1.6369946,1,1,1,2,2.2361,3,3,4,4,2,1,-2,2.121320344,2.828427125,0.7071
"921",921,5,10,1.3803853,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535533906,5.656854249,2.1213
"922",922,5,10,2.0001149,NA,1,1,3,3.1623,4,3,1,4,4,1,3,4.242640687,1.414213562,2.8284
"923",923,5,10,0.5785287,1,1,2,2,2.8284,4,1,4,3,2,2,-2,3.535533906,3.535533906,0
"924",924,5,10,0.6970313,1,1,3,2,3.6056,5,1,4,4,2,3,-2,3.535533906,2.828427125,0.7071
"925",925,5,10,0.8614663,1,1,2,1,2.2361,3,1,2,3,3,2,1,4.949747468,2.828427125,2.1213
"926",926,5,10,0.445318,1,1,3,2,3.6056,5,1,3,4,1,3,-2,4.242640687,3.535533906,0.7071
"927",927,5,10,0.350553,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854249,2.828427125,2.8284
"928",928,5,10,2.0000153,NA,1,2,2,2.8284,4,2,4,4,2,2,-2,2.828427125,2.828427125,0
"929",929,5,10,0.5639256,2,2,2,2,2.8284,4,4,3,2,1,-2,-2,2.121320344,4.949747468,2.8284
"930",930,5,10,1.4212358,2,2,2,2,2.8284,4,3,1,1,3,-2,2,4.242640687,4.242640687,0
"931",931,5,10,0.5319384,2,2,1,1,1.4142,2,4,3,3,2,-1,-1,2.121320344,3.535533906,1.4142
"932",932,5,10,0.6965676,1,1,2,1,2.2361,3,1,2,3,3,2,1,4.949747468,2.828427125,2.1213
"933",933,5,10,0.7778047,1,2,1,1,1.4142,2,3,2,2,3,-1,1,3.535533906,3.535533906,0
"934",934,5,10,2.0000511,NA,1,2,2,2.8284,4,2,3,4,1,2,-2,3.535533906,3.535533906,0
"935",935,5,10,0.5085942,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414213562,4.949747468,3.5355
"936",936,5,10,2.0000889,NA,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.121320344,4.242640687,2.1213
"937",937,5,10,0.9965737,2,2,2,1,2.2361,3,4,2,2,3,-2,1,2.828427125,3.535533906,0.7071
"938",938,5,10,0.6564149,1,2,1,1,1.4142,2,2,2,1,3,-1,1,4.242640687,4.242640687,0
"939",939,5,10,0.8196547,1,1,2,1,2.2361,3,1,4,3,3,2,-1,3.535533906,2.828427125,0.7071
"940",940,5,10,0.630254,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.121320344,4.242640687,2.1213
"941",941,6,10,1.60478,2,2,1,2,2.2361,3,2,4,1,2,-1,-2,2.828427125,4.949747468,2.1213
"942",942,6,10,1.3517598,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535533906,2.121320344,1.4142
"943",943,6,10,0.6555207,1,1,3,2,3.6056,5,1,4,4,2,3,-2,3.535533906,2.828427125,0.7071
"944",944,6,10,1.2567507,2,2,2,1,2.2361,3,3,4,1,3,-2,-1,2.121320344,4.242640687,2.1213
"945",945,6,10,2.0000745,NA,1,1,3,3.1623,4,2,1,3,4,1,3,4.949747468,2.121320344,2.8284
"946",946,6,10,0.5882303,1,1,1,2,2.2361,3,1,4,2,2,1,-2,3.535533906,4.242640687,0.7071
"947",947,6,10,0.5516539,1,1,2,3,3.6056,5,1,4,3,1,2,-3,3.535533906,4.242640687,0.7071
"948",948,6,10,0.5296272,2,2,2,1,2.2361,3,4,2,2,3,-2,1,2.828427125,3.535533906,0.7071
"949",949,6,10,1.8734832,1,1,2,2,2.8284,4,2,3,4,1,2,-2,3.535533906,3.535533906,0
"950",950,6,10,0.9548291,1,1,2,1,2.2361,3,1,3,3,2,2,-1,4.242640687,3.535533906,0.7071
"951",951,6,10,0.7241432,1,1,2,1,2.2361,3,1,4,3,3,2,-1,3.535533906,2.828427125,0.7071
"952",952,6,10,0.7853279,1,1,3,2,3.6056,5,1,2,4,4,3,2,4.949747468,1.414213562,3.5355
"953",953,6,10,0.7088516,1,2,2,1,2.2361,3,3,2,1,3,-2,1,3.535533906,4.242640687,0.7071
"954",954,6,10,0.8366304,1,1,1,2,2.2361,3,3,1,4,3,1,2,4.242640687,2.121320344,2.1213
"955",955,6,10,1.4491992,1,2,3,3,4.2426,6,4,4,1,1,-3,-3,1.414213562,5.656854249,4.2426
"956",956,6,10,0.7925493,1,1,1,3,3.1623,4,1,4,2,1,1,-3,3.535533906,4.949747468,1.4142
"957",957,6,10,1.1599766,1,1,1,1,1.4142,2,2,2,3,3,1,1,4.242640687,2.828427125,1.4142
"958",958,6,10,1.1664815,1,1,1,1,1.4142,2,2,4,3,3,1,-1,2.828427125,2.828427125,0
"959",959,6,10,0.8784257,2,2,1,1,1.4142,2,4,2,3,1,-1,-1,2.828427125,4.242640687,1.4142
"960",960,6,10,0.5264185,1,1,3,2,3.6056,5,1,1,4,3,3,2,5.656854249,2.121320344,3.5355
"961",961,1,11,2.0002343,NA,1,2,3,3.6056,5,2,4,4,1,2,-3,2.828427125,3.535533906,0.7071
"962",962,1,11,2.0000704,NA,1,1,3,3.1623,4,1,4,2,1,1,-3,3.535533906,4.949747468,1.4142
"963",963,1,11,1.5918394,2,2,1,1,1.4142,2,4,1,3,2,-1,1,3.535533906,3.535533906,0
"964",964,1,11,2.0000877,NA,2,2,2,2.8284,4,3,1,1,3,-2,2,4.242640687,4.242640687,0
"965",965,1,11,1.5135759,1,1,1,1,1.4142,2,1,2,2,1,1,-1,4.949747468,4.949747468,0
"966",966,1,11,2.0001833,NA,1,2,1,2.2361,3,2,2,4,3,2,1,4.242640687,2.121320344,2.1213
"967",967,1,11,1.7897628,1,1,2,1,2.2361,3,2,3,4,2,2,-1,3.535533906,2.828427125,0.7071
"968",968,1,11,1.1436427,2,2,1,2,2.2361,3,4,2,3,4,-1,2,2.828427125,2.121320344,0.7071
"969",969,1,11,1.8516189,1,1,3,3,4.2426,6,1,4,4,1,3,-3,3.535533906,3.535533906,0
"970",970,1,11,0.761808,1,1,3,1,3.1623,4,1,3,4,2,3,-1,4.242640687,2.828427125,1.4142
"971",971,1,11,2.0004296,NA,1,2,1,2.2361,3,2,2,4,1,2,-1,4.242640687,3.535533906,0.7071
"972",972,1,11,2.0006095,NA,1,1,3,3.1623,4,2,1,3,4,1,3,4.949747468,2.121320344,2.8284
"973",973,1,11,1.8258718,2,1,1,1,1.4142,2,3,2,4,1,1,-1,3.535533906,3.535533906,0
"974",974,1,11,0.810961,1,1,2,1,2.2361,3,1,2,3,1,2,-1,4.949747468,4.242640687,0.7071
"975",975,1,11,0.6260623,2,2,1,1,1.4142,2,4,4,3,3,-1,-1,1.414213562,2.828427125,1.4142
"976",976,1,11,1.222978,2,2,2,3,3.6056,5,3,4,1,1,-2,-3,2.121320344,5.656854249,3.5355
"977",977,1,11,1.7976981,1,1,1,1,1.4142,2,2,4,3,3,1,-1,2.828427125,2.828427125,0
"978",978,1,11,1.3058823,1,1,3,2,3.6056,5,1,2,4,4,3,2,4.949747468,1.414213562,3.5355
"979",979,1,11,2.0001036,NA,2,1,1,1.4142,2,3,2,2,3,-1,1,3.535533906,3.535533906,0
"980",980,1,11,1.3510599,2,2,1,3,3.1623,4,3,1,2,4,-1,3,4.242640687,2.828427125,1.4142
"981",981,2,11,1.134169,1,1,2,1,2.2361,3,2,4,4,3,2,-1,2.828427125,2.121320344,0.7071
"982",982,2,11,2.0001295,NA,1,1,2,2.2361,3,3,3,4,1,1,-2,2.828427125,3.535533906,0.7071
"983",983,2,11,1.8230569,2,2,1,1,1.4142,2,3,1,2,2,-1,1,4.242640687,4.242640687,0
"984",984,2,11,1.6322006,1,2,2,1,2.2361,3,3,1,1,2,-2,1,4.242640687,4.949747468,0.7071
"985",985,2,11,0.7969141,1,1,2,2,2.8284,4,1,2,3,4,2,2,4.949747468,2.121320344,2.8284
"986",986,2,11,1.7201598,1,2,1,2,2.2361,3,2,2,1,4,-1,2,4.242640687,3.535533906,0.7071
"987",987,2,11,0.8083373,1,1,3,2,3.6056,5,1,1,4,3,3,2,5.656854249,2.121320344,3.5355
"988",988,2,11,1.7053412,2,2,3,2,3.6056,5,4,2,1,4,-3,2,2.828427125,3.535533906,0.7071
"989",989,2,11,2.0000084,NA,1,1,1,1.4142,2,2,2,3,1,1,-1,4.242640687,4.242640687,0
"990",990,2,11,1.8689955,1,1,1,3,3.1623,4,2,4,3,1,1,-3,2.828427125,4.242640687,1.4142
"991",991,2,11,2.0000401,NA,1,1,3,3.1623,4,3,4,4,1,1,-3,2.121320344,3.535533906,1.4142
"992",992,2,11,1.3087203,2,1,1,1,1.4142,2,3,3,4,2,1,-1,2.828427125,2.828427125,0
"993",993,2,11,1.1085832,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2.1213
"994",994,2,11,0.6388778,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535533906,5.656854249,2.1213
"995",995,2,11,0.6028432,2,2,2,1,2.2361,3,4,4,2,3,-2,-1,1.414213562,3.535533906,2.1213
"996",996,2,11,1.4088733,2,2,2,1,2.2361,3,4,3,2,4,-2,1,2.121320344,2.828427125,0.7071
"997",997,2,11,0.9440698,2,1,1,1,1.4142,2,3,1,4,2,1,1,4.242640687,2.828427125,1.4142
"998",998,2,11,0.6226671,1,1,3,1,3.1623,4,1,2,4,1,3,-1,4.949747468,3.535533906,1.4142
"999",999,2,11,1.4864339,2,2,1,1,1.4142,2,2,1,1,2,-1,1,4.949747468,4.949747468,0
"1000",1000,2,11,0.927163,1,1,1,2,2.2361,3,2,3,3,1,1,-2,3.535534,4.242641,0.7071
"1001",1001,3,11,1.785812,1,1,2,2,2.8284,4,2,4,4,2,2,-2,2.828427,2.828427,0
"1002",1002,3,11,1.440796,2,2,1,1,1.4142,2,3,2,2,1,-1,-1,3.535534,4.949747,1.4142
"1003",1003,3,11,1.330746,1,1,3,1,3.1623,4,1,4,4,3,3,-1,3.535534,2.12132,1.4142
"1004",1004,3,11,0.5954185,1,1,2,1,2.2361,3,1,3,3,2,2,-1,4.242641,3.535534,0.7071
"1005",1005,3,11,1.500023,2,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427,4.242641,1.4142
"1006",1006,3,11,0.9942891,1,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242641,5.656854,1.4142
"1007",1007,3,11,0.7807137,1,1,3,3,4.2426,6,1,1,4,4,3,3,5.656854,1.414214,4.2426
