"","seq","blockrb","sub","RT","resp","correct","D","I","E","Manhatton","F1_relevant_rank","F1_irrelevant_rank","F2_relevant_rank","F2_irrelevant_rank","rel","irrel","diag1","diag2","diagdiff"
"1406",1406,5,18,1.004495,1,1,3,2,3.6056,5,1,3,4,1,3,-2,4.242641,3.535534,0.7071
"1407",1407,5,18,0.8884629,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854,2.828427,2.8284
"1408",1408,5,18,2.000183,NA,1,2,2,2.8284,4,2,4,4,2,2,-2,2.828427,2.828427,0
"1409",1409,5,18,0.6533414,2,2,2,2,2.8284,4,4,3,2,1,-2,-2,2.12132,4.949747,2.8284
"1410",1410,5,18,1.779336,2,2,2,2,2.8284,4,3,1,1,3,-2,2,4.242641,4.242641,0
"1411",1411,5,18,0.6947081,2,2,1,1,1.4142,2,4,3,3,2,-1,-1,2.12132,3.535534,1.4142
"1412",1412,5,18,0.6162299,1,1,2,1,2.2361,3,1,2,3,3,2,1,4.949747,2.828427,2.1213
"1413",1413,5,18,1.282584,2,2,1,1,1.4142,2,3,2,2,3,-1,1,3.535534,3.535534,0
"1414",1414,5,18,1.394421,1,1,2,2,2.8284,4,2,3,4,1,2,-2,3.535534,3.535534,0
"1415",1415,5,18,0.604347,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414214,4.949747,3.5355
"1416",1416,5,18,1.086252,1,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.12132,4.242641,2.1213
"1417",1417,5,18,0.3581599,2,2,2,1,2.2361,3,4,2,2,3,-2,1,2.828427,3.535534,0.7071
"1418",1418,5,18,1.793955,1,2,1,1,1.4142,2,2,2,1,3,-1,1,4.242641,4.242641,0
"1419",1419,5,18,0.8431564,1,1,2,1,2.2361,3,1,4,3,3,2,-1,3.535534,2.828427,0.7071
"1420",1420,5,18,1.30495,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.12132,4.242641,2.1213
"1421",1421,6,18,1.31414,2,2,1,2,2.2361,3,2,4,1,2,-1,-2,2.828427,4.949747,2.1213
"1422",1422,6,18,1.383051,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535534,2.12132,1.4142
"1423",1423,6,18,0.5245696,1,1,3,2,3.6056,5,1,4,4,2,3,-2,3.535534,2.828427,0.7071
"1424",1424,6,18,2.000066,NA,2,2,1,2.2361,3,3,4,1,3,-2,-1,2.12132,4.242641,2.1213
"1425",1425,6,18,0.6994566,1,1,1,3,3.1623,4,2,1,3,4,1,3,4.949747,2.12132,2.8284
"1426",1426,6,18,0.3897491,1,1,1,2,2.2361,3,1,4,2,2,1,-2,3.535534,4.242641,0.7071
"1427",1427,6,18,0.8727663,1,1,2,3,3.6056,5,1,4,3,1,2,-3,3.535534,4.242641,0.7071
"1428",1428,6,18,0.6644437,2,2,2,1,2.2361,3,4,2,2,3,-2,1,2.828427,3.535534,0.7071
"1429",1429,6,18,1.043054,1,1,2,2,2.8284,4,2,3,4,1,2,-2,3.535534,3.535534,0
"1430",1430,6,18,0.3623092,1,1,2,1,2.2361,3,1,3,3,2,2,-1,4.242641,3.535534,0.7071
"1431",1431,6,18,0.9582778,2,1,2,1,2.2361,3,1,4,3,3,2,-1,3.535534,2.828427,0.7071
"1432",1432,6,18,0.3925919,1,1,3,2,3.6056,5,1,2,4,4,3,2,4.949747,1.414214,3.5355
"1433",1433,6,18,1.415634,2,2,2,1,2.2361,3,3,2,1,3,-2,1,3.535534,4.242641,0.7071
"1434",1434,6,18,1.214932,1,1,1,2,2.2361,3,3,1,4,3,1,2,4.242641,2.12132,2.1213
"1435",1435,6,18,0.660834,2,2,3,3,4.2426,6,4,4,1,1,-3,-3,1.414214,5.656854,4.2426
"1436",1436,6,18,0.6135673,1,1,1,3,3.1623,4,1,4,2,1,1,-3,3.535534,4.949747,1.4142
"1437",1437,6,18,1.346065,1,1,1,1,1.4142,2,2,2,3,3,1,1,4.242641,2.828427,1.4142
"1438",1438,6,18,1.686222,1,1,1,1,1.4142,2,2,4,3,3,1,-1,2.828427,2.828427,0
"1439",1439,6,18,0.2581375,1,2,1,1,1.4142,2,4,2,3,1,-1,-1,2.828427,4.242641,1.4142
"1440",1440,6,18,0.6142768,1,1,3,2,3.6056,5,1,1,4,3,3,2,5.656854,2.12132,3.5355
"1441",1441,1,19,0.9771729,1,1,2,3,3.6056,5,2,4,4,1,2,-3,2.828427,3.535534,0.7071
"1442",1442,1,19,0.5972414,1,1,1,3,3.1623,4,1,4,2,1,1,-3,3.535534,4.949747,1.4142
"1443",1443,1,19,0.7548074,2,2,1,1,1.4142,2,4,1,3,2,-1,1,3.535534,3.535534,0
"1444",1444,1,19,0.941709,1,2,2,2,2.8284,4,3,1,1,3,-2,2,4.242641,4.242641,0
"1445",1445,1,19,1.466272,1,1,1,1,1.4142,2,1,2,2,1,1,-1,4.949747,4.949747,0
"1446",1446,1,19,1.124752,1,1,2,1,2.2361,3,2,2,4,3,2,1,4.242641,2.12132,2.1213
"1447",1447,1,19,0.7648182,1,1,2,1,2.2361,3,2,3,4,2,2,-1,3.535534,2.828427,0.7071
"1448",1448,1,19,0.4040176,2,2,1,2,2.2361,3,4,2,3,4,-1,2,2.828427,2.12132,0.7071
"1449",1449,1,19,0.5845994,1,1,3,3,4.2426,6,1,4,4,1,3,-3,3.535534,3.535534,0
"1450",1450,1,19,0.6625535,1,1,3,1,3.1623,4,1,3,4,2,3,-1,4.242641,2.828427,1.4142
"1451",1451,1,19,1.158224,1,1,2,1,2.2361,3,2,2,4,1,2,-1,4.242641,3.535534,0.7071
"1452",1452,1,19,0.7390615,1,1,1,3,3.1623,4,2,1,3,4,1,3,4.949747,2.12132,2.8284
"1453",1453,1,19,1.402279,1,1,1,1,1.4142,2,3,2,4,1,1,-1,3.535534,3.535534,0
"1454",1454,1,19,0.5626653,1,1,2,1,2.2361,3,1,2,3,1,2,-1,4.949747,4.242641,0.7071
"1455",1455,1,19,0.9390845,2,2,1,1,1.4142,2,4,4,3,3,-1,-1,1.414214,2.828427,1.4142
"1456",1456,1,19,0.999802,2,2,2,3,3.6056,5,3,4,1,1,-2,-3,2.12132,5.656854,3.5355
"1457",1457,1,19,1.240859,1,1,1,1,1.4142,2,2,4,3,3,1,-1,2.828427,2.828427,0
"1458",1458,1,19,0.4748173,1,1,3,2,3.6056,5,1,2,4,4,3,2,4.949747,1.414214,3.5355
"1459",1459,1,19,1.273608,2,2,1,1,1.4142,2,3,2,2,3,-1,1,3.535534,3.535534,0
"1460",1460,1,19,1.495584,2,2,1,3,3.1623,4,3,1,2,4,-1,3,4.242641,2.828427,1.4142
"1461",1461,2,19,1.20466,1,1,2,1,2.2361,3,2,4,4,3,2,-1,2.828427,2.12132,0.7071
"1462",1462,2,19,1.481392,1,1,1,2,2.2361,3,3,3,4,1,1,-2,2.828427,3.535534,0.7071
"1463",1463,2,19,0.8008144,2,2,1,1,1.4142,2,3,1,2,2,-1,1,4.242641,4.242641,0
"1464",1464,2,19,0.8662367,2,2,2,1,2.2361,3,3,1,1,2,-2,1,4.242641,4.949747,0.7071
"1465",1465,2,19,0.5065953,1,1,2,2,2.8284,4,1,2,3,4,2,2,4.949747,2.12132,2.8284
"1466",1466,2,19,1.474547,1,2,1,2,2.2361,3,2,2,1,4,-1,2,4.242641,3.535534,0.7071
"1467",1467,2,19,0.455496,1,1,3,2,3.6056,5,1,1,4,3,3,2,5.656854,2.12132,3.5355
"1468",1468,2,19,0.8828532,2,2,3,2,3.6056,5,4,2,1,4,-3,2,2.828427,3.535534,0.7071
"1469",1469,2,19,2.000281,NA,1,1,1,1.4142,2,2,2,3,1,1,-1,4.242641,4.242641,0
"1470",1470,2,19,1.247397,1,1,1,3,3.1623,4,2,4,3,1,1,-3,2.828427,4.242641,1.4142
"1471",1471,2,19,1.348444,1,1,1,3,3.1623,4,3,4,4,1,1,-3,2.12132,3.535534,1.4142
"1472",1472,2,19,1.578783,2,1,1,1,1.4142,2,3,3,4,2,1,-1,2.828427,2.828427,0
"1473",1473,2,19,1.233737,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535534,1.414214,2.1213
"1474",1474,2,19,2.000158,NA,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535534,5.656854,2.1213
"1475",1475,2,19,0.420909,2,2,2,1,2.2361,3,4,4,2,3,-2,-1,1.414214,3.535534,2.1213
"1476",1476,2,19,0.6364019,2,2,2,1,2.2361,3,4,3,2,4,-2,1,2.12132,2.828427,0.7071
"1477",1477,2,19,1.578155,1,1,1,1,1.4142,2,3,1,4,2,1,1,4.242641,2.828427,1.4142
"1478",1478,2,19,0.6097614,1,1,3,1,3.1623,4,1,2,4,1,3,-1,4.949747,3.535534,1.4142
"1479",1479,2,19,1.543582,1,2,1,1,1.4142,2,2,1,1,2,-1,1,4.949747,4.949747,0
"1480",1480,2,19,1.288473,1,1,1,2,2.2361,3,2,3,3,1,1,-2,3.535534,4.242641,0.7071
"1481",1481,3,19,1.298461,1,1,2,2,2.8284,4,2,4,4,2,2,-2,2.828427,2.828427,0
"1482",1482,3,19,1.605047,1,2,1,1,1.4142,2,3,2,2,1,-1,-1,3.535534,4.949747,1.4142
"1483",1483,3,19,0.5558918,1,1,3,1,3.1623,4,1,4,4,3,3,-1,3.535534,2.12132,1.4142
"1484",1484,3,19,0.4895503,1,1,2,1,2.2361,3,1,3,3,2,2,-1,4.242641,3.535534,0.7071
"1485",1485,3,19,0.9813535,2,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427,4.242641,1.4142
"1486",1486,3,19,1.044938,2,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242641,5.656854,1.4142
"1487",1487,3,19,0.3976544,1,1,3,3,4.2426,6,1,1,4,4,3,3,5.656854,1.414214,4.2426
"1488",1488,3,19,0.5240176,1,1,1,1,1.4142,2,1,4,2,3,1,-1,3.535534,3.535534,0
"1489",1489,3,19,1.477998,2,2,2,3,3.6056,5,3,1,1,4,-2,3,4.242641,3.535534,0.7071
"1490",1490,3,19,2.000141,NA,2,1,1,1.4142,2,3,1,2,2,-1,1,4.242641,4.242641,0
"1491",1491,3,19,0.5481136,1,1,3,1,3.1623,4,1,4,4,3,3,-1,3.535534,2.12132,1.4142
"1492",1492,3,19,1.294907,1,1,2,1,2.2361,3,2,1,4,2,2,1,4.949747,2.828427,2.1213
"1493",1493,3,19,1.209748,2,2,1,3,3.1623,4,2,1,1,4,-1,3,4.949747,3.535534,1.4142
"1494",1494,3,19,2.00014,NA,2,1,1,1.4142,2,2,3,1,4,-1,1,3.535534,3.535534,0
"1495",1495,3,19,0.5449628,2,2,3,1,3.1623,4,4,4,1,3,-3,-1,1.414214,4.242641,2.8284
"1496",1496,3,19,1.148189,2,2,2,1,2.2361,3,3,4,1,3,-2,-1,2.12132,4.242641,2.1213
"1497",1497,3,19,0.7182406,2,2,2,2,2.8284,4,4,1,2,3,-2,2,3.535534,3.535534,0
"1498",1498,3,19,1.589811,1,1,1,3,3.1623,4,2,4,3,1,1,-3,2.828427,4.242641,1.4142
"1499",1499,3,19,1.124045,2,2,1,1,1.4142,2,3,3,2,4,-1,1,2.828427,2.828427,0
"1500",1500,3,19,0.9990194,2,2,1,1,1.4142,2,4,3,3,4,-1,1,2.12132,2.12132,0
"1501",1501,4,19,0.886866,2,2,1,1,1.4142,2,2,4,1,3,-1,-1,2.828427,4.242641,1.4142
"1502",1502,4,19,1.253215,1,1,2,1,2.2361,3,2,3,4,2,2,-1,3.535534,2.828427,0.7071
"1503",1503,4,19,0.3440573,2,2,2,1,2.2361,3,4,1,2,2,-2,1,3.535534,4.242641,0.7071
"1504",1504,4,19,1.227962,2,2,2,1,2.2361,3,3,3,1,4,-2,1,2.828427,3.535534,0.7071
"1505",1505,4,19,0.6863457,1,1,3,3,4.2426,6,1,4,4,1,3,-3,3.535534,3.535534,0
"1506",1506,4,19,0.5061864,2,2,3,1,3.1623,4,4,3,1,4,-3,1,2.12132,3.535534,1.4142
"1507",1507,4,19,0.5350962,1,1,1,2,2.2361,3,1,1,2,3,1,2,5.656854,3.535534,2.1213
"1508",1508,4,19,0.6057233,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427,4.949747,2.1213
"1509",1509,4,19,0.4900661,1,1,3,1,3.1623,4,1,1,4,2,3,1,5.656854,2.828427,2.8284
"1510",1510,4,19,0.727806,2,2,2,1,2.2361,3,3,1,1,2,-2,1,4.242641,4.949747,0.7071
"1511",1511,4,19,0.6018547,1,1,3,1,3.1623,4,1,3,4,4,3,1,4.242641,1.414214,2.8284
"1512",1512,4,19,1.452319,2,2,1,2,2.2361,3,2,1,1,3,-1,2,4.949747,4.242641,0.7071
"1513",1513,4,19,0.5976025,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747,3.535534,1.4142
"1514",1514,4,19,1.18429,2,2,1,1,1.4142,2,3,2,2,1,-1,-1,3.535534,4.949747,1.4142
"1515",1515,4,19,0.6048376,2,2,1,2,2.2361,3,4,4,3,2,-1,-2,1.414214,3.535534,2.1213
"1516",1516,4,19,0.5550998,2,2,2,2,2.8284,4,4,3,2,1,-2,-2,2.12132,4.949747,2.8284
"1517",1517,4,19,0.9658063,1,1,1,1,1.4142,2,3,4,4,3,1,-1,2.12132,2.12132,0
"1518",1518,4,19,0.666413,1,1,2,3,3.6056,5,1,4,3,1,2,-3,3.535534,4.242641,0.7071
"1519",1519,4,19,0.7376983,2,2,2,2,2.8284,4,3,3,1,1,-2,-2,2.828427,5.656854,2.8284
"1520",1520,4,19,1.460752,1,1,1,2,2.2361,3,3,4,4,2,1,-2,2.12132,2.828427,0.7071
"1521",1521,5,19,0.6544095,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535534,5.656854,2.1213
"1522",1522,5,19,1.183717,1,1,1,3,3.1623,4,3,1,4,4,1,3,4.242641,1.414214,2.8284
"1523",1523,5,19,0.8221058,1,1,2,2,2.8284,4,1,4,3,2,2,-2,3.535534,3.535534,0
"1524",1524,5,19,0.4137951,2,1,3,2,3.6056,5,1,4,4,2,3,-2,3.535534,2.828427,0.7071
"1525",1525,5,19,0.5317177,1,1,2,1,2.2361,3,1,2,3,3,2,1,4.949747,2.828427,2.1213
"1526",1526,5,19,0.6597603,1,1,3,2,3.6056,5,1,3,4,1,3,-2,4.242641,3.535534,0.7071
"1527",1527,5,19,0.7220247,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854,2.828427,2.8284
"1528",1528,5,19,0.968421,1,1,2,2,2.8284,4,2,4,4,2,2,-2,2.828427,2.828427,0
"1529",1529,5,19,0.7513469,2,2,2,2,2.8284,4,4,3,2,1,-2,-2,2.12132,4.949747,2.8284
"1530",1530,5,19,0.8915599,2,2,2,2,2.8284,4,3,1,1,3,-2,2,4.242641,4.242641,0
"1531",1531,5,19,0.6569773,2,2,1,1,1.4142,2,4,3,3,2,-1,-1,2.12132,3.535534,1.4142
"1532",1532,5,19,0.4549282,1,1,2,1,2.2361,3,1,2,3,3,2,1,4.949747,2.828427,2.1213
"1533",1533,5,19,1.076599,2,2,1,1,1.4142,2,3,2,2,3,-1,1,3.535534,3.535534,0
"1534",1534,5,19,0.8717327,1,1,2,2,2.8284,4,2,3,4,1,2,-2,3.535534,3.535534,0
"1535",1535,5,19,0.4834099,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414214,4.949747,3.5355
"1536",1536,5,19,0.7135262,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.12132,4.242641,2.1213
"1537",1537,5,19,0.6917404,2,2,2,1,2.2361,3,4,2,2,3,-2,1,2.828427,3.535534,0.7071
"1538",1538,5,19,1.780816,2,2,1,1,1.4142,2,2,2,1,3,-1,1,4.242641,4.242641,0
"1539",1539,5,19,0.5134926,1,1,2,1,2.2361,3,1,4,3,3,2,-1,3.535534,2.828427,0.7071
"1540",1540,5,19,0.7227819,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.12132,4.242641,2.1213
"1541",1541,6,19,1.075239,2,2,1,2,2.2361,3,2,4,1,2,-1,-2,2.828427,4.949747,2.1213
"1542",1542,6,19,1.051888,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535534,2.12132,1.4142
"1543",1543,6,19,0.707125,1,1,3,2,3.6056,5,1,4,4,2,3,-2,3.535534,2.828427,0.7071
"1544",1544,6,19,0.797804,2,2,2,1,2.2361,3,3,4,1,3,-2,-1,2.12132,4.242641,2.1213
"1545",1545,6,19,0.8083296,1,1,1,3,3.1623,4,2,1,3,4,1,3,4.949747,2.12132,2.8284
"1546",1546,6,19,0.6469181,1,1,1,2,2.2361,3,1,4,2,2,1,-2,3.535534,4.242641,0.7071
"1547",1547,6,19,0.8950446,1,1,2,3,3.6056,5,1,4,3,1,2,-3,3.535534,4.242641,0.7071
"1548",1548,6,19,0.5636008,2,2,2,1,2.2361,3,4,2,2,3,-2,1,2.828427,3.535534,0.7071
"1549",1549,6,19,1.281079,1,1,2,2,2.8284,4,2,3,4,1,2,-2,3.535534,3.535534,0
"1550",1550,6,19,1.066335,1,1,2,1,2.2361,3,1,3,3,2,2,-1,4.242641,3.535534,0.7071
"1551",1551,6,19,0.8344882,1,1,2,1,2.2361,3,1,4,3,3,2,-1,3.535534,2.828427,0.7071
"1552",1552,6,19,0.4475527,1,1,3,2,3.6056,5,1,2,4,4,3,2,4.949747,1.414214,3.5355
"1553",1553,6,19,0.7708174,2,2,2,1,2.2361,3,3,2,1,3,-2,1,3.535534,4.242641,0.7071
"1554",1554,6,19,1.707528,1,1,1,2,2.2361,3,3,1,4,3,1,2,4.242641,2.12132,2.1213
"1555",1555,6,19,0.7697787,2,2,3,3,4.2426,6,4,4,1,1,-3,-3,1.414214,5.656854,4.2426
"1556",1556,6,19,0.8890458,1,1,1,3,3.1623,4,1,4,2,1,1,-3,3.535534,4.949747,1.4142
"1557",1557,6,19,1.35274,1,1,1,1,1.4142,2,2,2,3,3,1,1,4.242641,2.828427,1.4142
"1558",1558,6,19,1.056719,1,1,1,1,1.4142,2,2,4,3,3,1,-1,2.828427,2.828427,0
"1559",1559,6,19,0.5740883,2,2,1,1,1.4142,2,4,2,3,1,-1,-1,2.828427,4.242641,1.4142
"1560",1560,6,19,0.6939705,1,1,3,2,3.6056,5,1,1,4,3,3,2,5.656854,2.12132,3.5355
"1561",1561,1,21,1.180584,1,1,2,3,3.6056,5,2,4,4,1,2,-3,2.828427,3.535534,0.7071
"1562",1562,1,21,1.828802,1,1,1,3,3.1623,4,1,4,2,1,1,-3,3.535534,4.949747,1.4142
"1563",1563,1,21,0.3034228,2,2,1,1,1.4142,2,4,1,3,2,-1,1,3.535534,3.535534,0
"1564",1564,1,21,0.7825249,1,2,2,2,2.8284,4,3,1,1,3,-2,2,4.242641,4.242641,0
"1565",1565,1,21,0.2620017,1,1,1,1,1.4142,2,1,2,2,1,1,-1,4.949747,4.949747,0
"1566",1566,1,21,1.468692,1,1,2,1,2.2361,3,2,2,4,3,2,1,4.242641,2.12132,2.1213
"1567",1567,1,21,0.9808081,1,1,2,1,2.2361,3,2,3,4,2,2,-1,3.535534,2.828427,0.7071
"1568",1568,1,21,0.3100997,2,2,1,2,2.2361,3,4,2,3,4,-1,2,2.828427,2.12132,0.7071
"1569",1569,1,21,0.513346,1,1,3,3,4.2426,6,1,4,4,1,3,-3,3.535534,3.535534,0
"1570",1570,1,21,0.7025408,1,1,3,1,3.1623,4,1,3,4,2,3,-1,4.242641,2.828427,1.4142
"1571",1571,1,21,0.8242476,1,1,2,1,2.2361,3,2,2,4,1,2,-1,4.242641,3.535534,0.7071
"1572",1572,1,21,0.8425425,1,1,1,3,3.1623,4,2,1,3,4,1,3,4.949747,2.12132,2.8284
"1573",1573,1,21,1.242695,1,1,1,1,1.4142,2,3,2,4,1,1,-1,3.535534,3.535534,0
"1574",1574,1,21,0.4101154,1,1,2,1,2.2361,3,1,2,3,1,2,-1,4.949747,4.242641,0.7071
"1575",1575,1,21,0.7225025,2,2,1,1,1.4142,2,4,4,3,3,-1,-1,1.414214,2.828427,1.4142
"1576",1576,1,21,0.8461509,1,2,2,3,3.6056,5,3,4,1,1,-2,-3,2.12132,5.656854,3.5355
"1577",1577,1,21,1.103307,1,1,1,1,1.4142,2,2,4,3,3,1,-1,2.828427,2.828427,0
"1578",1578,1,21,0.6404586,1,1,3,2,3.6056,5,1,2,4,4,3,2,4.949747,1.414214,3.5355
"1579",1579,1,21,0.8953603,2,2,1,1,1.4142,2,3,2,2,3,-1,1,3.535534,3.535534,0
"1580",1580,1,21,0.8793614,2,2,1,3,3.1623,4,3,1,2,4,-1,3,4.242641,2.828427,1.4142
"1581",1581,2,21,0.8554631,1,1,2,1,2.2361,3,2,4,4,3,2,-1,2.828427,2.12132,0.7071
"1582",1582,2,21,1.211479,1,1,1,2,2.2361,3,3,3,4,1,1,-2,2.828427,3.535534,0.7071
"1583",1583,2,21,0.6903463,2,2,1,1,1.4142,2,3,1,2,2,-1,1,4.242641,4.242641,0
"1584",1584,2,21,1.043116,2,2,2,1,2.2361,3,3,1,1,2,-2,1,4.242641,4.949747,0.7071
"1585",1585,2,21,0.6187632,1,1,2,2,2.8284,4,1,2,3,4,2,2,4.949747,2.12132,2.8284
"1586",1586,2,21,1.459387,2,2,1,2,2.2361,3,2,2,1,4,-1,2,4.242641,3.535534,0.7071
"1587",1587,2,21,0.3437049,1,1,3,2,3.6056,5,1,1,4,3,3,2,5.656854,2.12132,3.5355
"1588",1588,2,21,0.4356169,2,2,3,2,3.6056,5,4,2,1,4,-3,2,2.828427,3.535534,0.7071
"1589",1589,2,21,1.09934,1,1,1,1,1.4142,2,2,2,3,1,1,-1,4.242641,4.242641,0
"1590",1590,2,21,0.894885,1,1,1,3,3.1623,4,2,4,3,1,1,-3,2.828427,4.242641,1.4142
"1591",1591,2,21,1.06005,2,1,1,3,3.1623,4,3,4,4,1,1,-3,2.12132,3.535534,1.4142
"1592",1592,2,21,1.641242,1,1,1,1,1.4142,2,3,3,4,2,1,-1,2.828427,2.828427,0
"1593",1593,2,21,0.9445999,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535534,1.414214,2.1213
"1594",1594,2,21,1.092196,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535534,5.656854,2.1213
"1595",1595,2,21,0.7264463,2,2,2,1,2.2361,3,4,4,2,3,-2,-1,1.414214,3.535534,2.1213
"1596",1596,2,21,0.5268385,2,2,2,1,2.2361,3,4,3,2,4,-2,1,2.12132,2.828427,0.7071
"1597",1597,2,21,1.38377,1,1,1,1,1.4142,2,3,1,4,2,1,1,4.242641,2.828427,1.4142
"1598",1598,2,21,0.4792273,1,1,3,1,3.1623,4,1,2,4,1,3,-1,4.949747,3.535534,1.4142
"1599",1599,2,21,1.460396,2,2,1,1,1.4142,2,2,1,1,2,-1,1,4.949747,4.949747,0
"1600",1600,2,21,1.092897,1,1,1,2,2.2361,3,2,3,3,1,1,-2,3.535534,4.242641,0.7071
"1601",1601,3,21,1.284623,1,1,2,2,2.8284,4,2,4,4,2,2,-2,2.828427,2.828427,0
"1602",1602,3,21,1.044804,2,2,1,1,1.4142,2,3,2,2,1,-1,-1,3.535534,4.949747,1.4142
"1603",1603,3,21,0.6174596,1,1,3,1,3.1623,4,1,4,4,3,3,-1,3.535534,2.12132,1.4142
"1604",1604,3,21,0.6147202,1,1,2,1,2.2361,3,1,3,3,2,2,-1,4.242641,3.535534,0.7071
"1605",1605,3,21,0.8194546,2,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427,4.242641,1.4142
"1606",1606,3,21,0.9304258,2,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242641,5.656854,1.4142
"1607",1607,3,21,0.4744839,1,1,3,3,4.2426,6,1,1,4,4,3,3,5.656854,1.414214,4.2426
"1608",1608,3,21,0.5368589,1,1,1,1,1.4142,2,1,4,2,3,1,-1,3.535534,3.535534,0
"1609",1609,3,21,1.030653,2,2,2,3,3.6056,5,3,1,1,4,-2,3,4.242641,3.535534,0.7071
"1610",1610,3,21,0.984076,2,2,1,1,1.4142,2,3,1,2,2,-1,1,4.242641,4.242641,0
"1611",1611,3,21,0.4161372,1,1,3,1,3.1623,4,1,4,4,3,3,-1,3.535534,2.12132,1.4142
"1612",1612,3,21,0.891157,1,1,2,1,2.2361,3,2,1,4,2,2,1,4.949747,2.828427,2.1213
"1613",1613,3,21,1.364961,2,2,1,3,3.1623,4,2,1,1,4,-1,3,4.949747,3.535534,1.4142
"1614",1614,3,21,1.525819,2,2,1,1,1.4142,2,2,3,1,4,-1,1,3.535534,3.535534,0
"1615",1615,3,21,0.5715319,2,2,3,1,3.1623,4,4,4,1,3,-3,-1,1.414214,4.242641,2.8284
"1616",1616,3,21,1.07908,2,2,2,1,2.2361,3,3,4,1,3,-2,-1,2.12132,4.242641,2.1213
"1617",1617,3,21,0.5370894,2,2,2,2,2.8284,4,4,1,2,3,-2,2,3.535534,3.535534,0
"1618",1618,3,21,0.8817707,1,1,1,3,3.1623,4,2,4,3,1,1,-3,2.828427,4.242641,1.4142
"1619",1619,3,21,1.262627,2,2,1,1,1.4142,2,3,3,2,4,-1,1,2.828427,2.828427,0
"1620",1620,3,21,0.5459722,2,2,1,1,1.4142,2,4,3,3,4,-1,1,2.12132,2.12132,0
"1621",1621,4,21,1.634424,2,2,1,1,1.4142,2,2,4,1,3,-1,-1,2.828427,4.242641,1.4142
"1622",1622,4,21,1.07298,1,1,2,1,2.2361,3,2,3,4,2,2,-1,3.535534,2.828427,0.7071
"1623",1623,4,21,0.3556312,2,2,2,1,2.2361,3,4,1,2,2,-2,1,3.535534,4.242641,0.7071
"1624",1624,4,21,1.239665,2,2,2,1,2.2361,3,3,3,1,4,-2,1,2.828427,3.535534,0.7071
"1625",1625,4,21,0.378319,1,1,3,3,4.2426,6,1,4,4,1,3,-3,3.535534,3.535534,0
"1626",1626,4,21,0.6776559,2,2,3,1,3.1623,4,4,3,1,4,-3,1,2.12132,3.535534,1.4142
"1627",1627,4,21,0.5310755,1,1,1,2,2.2361,3,1,1,2,3,1,2,5.656854,3.535534,2.1213
"1628",1628,4,21,0.5054099,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427,4.949747,2.1213
"1629",1629,4,21,0.5501974,1,1,3,1,3.1623,4,1,1,4,2,3,1,5.656854,2.828427,2.8284
"1630",1630,4,21,0.7076483,2,2,2,1,2.2361,3,3,1,1,2,-2,1,4.242641,4.949747,0.7071
"1631",1631,4,21,0.5649524,1,1,3,1,3.1623,4,1,3,4,4,3,1,4.242641,1.414214,2.8284
"1632",1632,4,21,1.27205,1,2,1,2,2.2361,3,2,1,1,3,-1,2,4.949747,4.242641,0.7071
"1633",1633,4,21,0.5772438,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747,3.535534,1.4142
"1634",1634,4,21,1.930389,2,2,1,1,1.4142,2,3,2,2,1,-1,-1,3.535534,4.949747,1.4142
"1635",1635,4,21,0.3613558,2,2,1,2,2.2361,3,4,4,3,2,-1,-2,1.414214,3.535534,2.1213
"1636",1636,4,21,0.3441454,2,2,2,2,2.8284,4,4,3,2,1,-2,-2,2.12132,4.949747,2.8284
"1637",1637,4,21,1.759837,1,1,1,1,1.4142,2,3,4,4,3,1,-1,2.12132,2.12132,0
"1638",1638,4,21,0.3908228,1,1,2,3,3.6056,5,1,4,3,1,2,-3,3.535534,4.242641,0.7071
"1639",1639,4,21,1.340568,2,2,2,2,2.8284,4,3,3,1,1,-2,-2,2.828427,5.656854,2.8284
"1640",1640,4,21,1.361179,1,1,1,2,2.2361,3,3,4,4,2,1,-2,2.12132,2.828427,0.7071
"1641",1641,5,21,1.107132,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535534,5.656854,2.1213
