"","seq","blockw","sub","RT","resp","correct","D1","D2","E","Manhatton","F1_relevant_rank","F1_irrelevant_rank","F2_relevant_rank","F2_irrelevant_rank","rel1","rel2","diag1","diag2","chooseF1big","diag","diagdiff"
"704",704,3,18,0.6213,1,1,3,2,2.2361,5,1,2,4,4,3,2,4.949747468,1.414213562,3,3.535533906,3.5355
"705",705,3,18,1.2606676,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535533906,5.656854249,-1,-2.121320344,2.1213
"706",706,3,18,1.1774825,2,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"707",707,3,18,1.0420619,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"708",708,3,18,1.2387399,1,1,2,2,3.6056,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"709",709,3,18,1.3080261,2,2,1,1,3.6056,2,2,3,1,2,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"710",710,3,18,1.0876714,1,1,1,1,2.2361,2,2,3,3,4,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"711",711,3,18,0.7321258,1,1,2,3,3.1623,5,1,1,3,4,2,3,5.656854249,2.121320344,3,3.535533906,3.5355
"712",712,3,18,0.9377802,2,2,2,2,3.6056,4,3,3,1,1,-2,-2,2.828427125,5.656854249,-2,-2.828427125,2.8284
"713",713,3,18,1.5348681,1,1,1,2,2.2361,3,3,2,4,4,1,2,3.535533906,1.414213562,2,2.121320344,2.1213
"714",714,3,18,0.6421128,1,1,3,1,1.4142,4,1,3,4,4,3,1,4.242640687,1.414213562,3,2.828427125,2.8284
"715",715,3,18,0.6424981,1,1,2,2,1.4142,4,1,2,3,4,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"716",716,3,18,0.7678567,2,2,1,2,3.1623,3,4,3,3,1,-1,-2,2.121320344,4.242640687,-2,-2.121320344,2.1213
"717",717,3,18,0.5595706,1,1,1,3,2.2361,4,2,1,3,4,1,3,4.949747468,2.121320344,3,2.828427125,2.8284
"718",718,3,18,0.8710183,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"719",719,3,18,0.8282625,1,1,1,2,3.6056,3,2,2,3,4,1,2,4.242640687,2.121320344,2,2.121320344,2.1213
"720",720,3,18,1.0788135,1,1,1,2,1.4142,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"721",721,1,19,0.5003886,1,1,2,2,2.8284,4,2,1,4,3,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"722",722,1,19,0.580716,2,2,1,2,2.2361,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"723",723,1,19,0.6812298,2,2,1,3,3.1623,4,3,4,2,1,-1,-3,2.121320344,4.949747468,-1,-2.828427125,2.8284
"724",724,1,19,0.8624207,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"725",725,1,19,0.6013488,2,2,1,3,3.1623,4,4,4,3,1,-1,-3,1.414213562,4.242640687,-3,-2.828427125,2.8284
"726",726,1,19,0.5086408,2,2,2,2,2.8284,4,4,4,2,2,-2,-2,1.414213562,4.242640687,-2,-2.828427125,2.8284
"727",727,1,19,0.5181654,1,1,2,2,2.8284,4,1,1,3,3,2,2,5.656854249,2.828427125,2,2.828427125,2.8284
"728",728,1,19,1.2702825,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"729",729,1,19,0.9107229,1,1,1,1,1.4142,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"730",730,1,19,0.9418552,2,2,3,1,3.1623,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"731",731,1,19,0.8119034,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747468,3.535533906,1,1.414213562,1.4142
"732",732,1,19,0.663421,1,1,1,2,2.2361,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"733",733,1,19,0.5614125,1,1,2,1,2.2361,3,1,1,3,2,2,1,5.656854249,3.535533906,1,2.121320344,2.1213
"734",734,1,19,0.7428962,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"735",735,1,19,0.5168814,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414213562,4.949747468,-2,-3.535533906,3.5355
"736",736,1,19,1.1058769,1,1,1,1,1.4142,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"737",737,1,19,1.0356055,1,1,2,1,2.2361,3,2,2,4,3,2,1,4.242640687,2.121320344,1,2.121320344,2.1213
"738",738,1,19,0.6876199,2,2,3,1,3.1623,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"739",739,1,19,0.9188843,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"740",740,1,19,0.6263706,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.121320344,4.242640687,-1,-2.121320344,2.1213
"741",741,2,19,0.9709384,1,1,1,3,1.4142,4,3,1,4,4,1,3,4.242640687,1.414213562,3,2.828427125,2.8284
"742",742,2,19,0.6582391,2,2,1,1,3.6056,2,4,3,3,2,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"743",743,2,19,0.6312438,2,2,1,3,3.1623,4,2,4,1,1,-1,-3,2.828427125,5.656854249,-1,-2.828427125,2.8284
"744",744,2,19,0.7390498,1,1,1,1,2.2361,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"745",745,2,19,0.7547415,2,2,1,2,3.1623,3,2,3,1,1,-1,-2,3.535533906,5.656854249,-1,-2.121320344,2.1213
"746",746,2,19,0.5119335,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854249,2.828427125,3,2.828427125,2.8284
"747",747,2,19,0.8981032,2,2,1,1,2.2361,2,3,2,2,1,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"748",748,2,19,0.8795856,2,2,1,1,1.4142,2,3,4,2,3,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"749",749,2,19,0.5739152,2,2,3,1,4.2426,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"750",750,2,19,0.7529226,2,2,1,2,3.6056,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"751",751,2,19,1.4071028,1,1,1,1,2.2361,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"752",752,2,19,0.7734276,2,2,1,1,2.2361,2,4,2,3,1,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"753",753,2,19,0.7691327,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"754",754,2,19,0.8903204,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"755",755,2,19,1.2620247,1,1,1,1,1.4142,2,1,1,2,2,1,1,5.656854249,4.242640687,1,1.414213562,1.4142
"756",756,2,19,0.5698334,1,1,3,3,2.2361,6,1,1,4,4,3,3,5.656854249,1.414213562,3,4.242640687,4.2426
"757",757,2,19,0.6717204,2,2,2,1,4.2426,3,4,3,2,2,-2,-1,2.121320344,4.242640687,-1,-2.121320344,2.1213
"758",758,2,19,0.670989,2,2,3,2,3.6056,5,4,3,1,1,-3,-2,2.121320344,5.656854249,-2,-3.535533906,3.5355
"759",759,2,19,0.763376,2,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242640687,5.656854249,-1,-1.414213562,1.4142
"760",760,2,19,0.8681533,1,1,2,2,2.8284,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"761",761,3,19,0.6990223,2,2,3,1,2.2361,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"762",762,3,19,0.877477,1,1,2,3,2.2361,5,2,1,4,4,2,3,4.949747468,1.414213562,3,3.535533906,3.5355
"763",763,3,19,0.7669097,2,2,2,2,3.1623,4,4,3,2,1,-2,-2,2.121320344,4.949747468,-2,-2.828427125,2.8284
"764",764,3,19,0.7077696,1,1,3,2,2.2361,5,1,2,4,4,3,2,4.949747468,1.414213562,3,3.535533906,3.5355
"765",765,3,19,0.840815,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535533906,5.656854249,-1,-2.121320344,2.1213
"766",766,3,19,1.0640084,2,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"767",767,3,19,2.0004399,NA,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"768",768,3,19,0.7965237,1,1,2,2,3.6056,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"769",769,3,19,0.8698841,2,2,1,1,3.6056,2,2,3,1,2,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"770",770,3,19,1.1153631,1,1,1,1,2.2361,2,2,3,3,4,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"771",771,3,19,0.634344,1,1,2,3,3.1623,5,1,1,3,4,2,3,5.656854249,2.121320344,3,3.535533906,3.5355
"772",772,3,19,0.7468023,2,2,2,2,3.6056,4,3,3,1,1,-2,-2,2.828427125,5.656854249,-2,-2.828427125,2.8284
"773",773,3,19,1.4895456,1,1,1,2,2.2361,3,3,2,4,4,1,2,3.535533906,1.414213562,2,2.121320344,2.1213
"774",774,3,19,0.8713411,1,1,3,1,1.4142,4,1,3,4,4,3,1,4.242640687,1.414213562,3,2.828427125,2.8284
"775",775,3,19,0.7632634,1,1,2,2,1.4142,4,1,2,3,4,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"776",776,3,19,0.4770959,2,2,1,2,3.1623,3,4,3,3,1,-1,-2,2.121320344,4.242640687,-2,-2.121320344,2.1213
"777",777,3,19,0.6551966,1,1,1,3,2.2361,4,2,1,3,4,1,3,4.949747468,2.121320344,3,2.828427125,2.8284
"778",778,3,19,0.6910943,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"779",779,3,19,0.7623055,1,1,1,2,3.6056,3,2,2,3,4,1,2,4.242640687,2.121320344,2,2.121320344,2.1213
"780",780,3,19,0.7120242,1,1,1,2,1.4142,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"781",781,1,21,0.6706483,1,1,2,2,2.8284,4,2,1,4,3,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"782",782,1,21,0.7675543,2,2,1,2,2.2361,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"783",783,1,21,0.7421739,2,2,1,3,3.1623,4,3,4,2,1,-1,-3,2.121320344,4.949747468,-1,-2.828427125,2.8284
"784",784,1,21,1.451127,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"785",785,1,21,0.3607886,2,2,1,3,3.1623,4,4,4,3,1,-1,-3,1.414213562,4.242640687,-3,-2.828427125,2.8284
"786",786,1,21,0.3806124,2,2,2,2,2.8284,4,4,4,2,2,-2,-2,1.414213562,4.242640687,-2,-2.828427125,2.8284
"787",787,1,21,0.9979152,1,1,2,2,2.8284,4,1,1,3,3,2,2,5.656854249,2.828427125,2,2.828427125,2.8284
"788",788,1,21,1.2881969,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"789",789,1,21,2.0002583,NA,1,1,1,1.4142,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"790",790,1,21,1.1694309,2,2,3,1,3.1623,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"791",791,1,21,0.6090433,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747468,3.535533906,1,1.414213562,1.4142
"792",792,1,21,1.0842643,1,1,1,2,2.2361,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"793",793,1,21,0.4719606,1,1,2,1,2.2361,3,1,1,3,2,2,1,5.656854249,3.535533906,1,2.121320344,2.1213
"794",794,1,21,1.0537721,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"795",795,1,21,0.5891675,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414213562,4.949747468,-2,-3.535533906,3.5355
"796",796,1,21,1.5620896,1,1,1,1,1.4142,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"797",797,1,21,0.9017433,1,1,2,1,2.2361,3,2,2,4,3,2,1,4.242640687,2.121320344,1,2.121320344,2.1213
"798",798,1,21,0.5704353,2,2,3,1,3.1623,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"799",799,1,21,1.5058511,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"800",800,1,21,0.6426063,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.121320344,4.242640687,-1,-2.121320344,2.1213
"801",801,2,21,1.5374919,1,1,1,3,1.4142,4,3,1,4,4,1,3,4.242640687,1.414213562,3,2.828427125,2.8284
"802",802,2,21,0.5069546,2,2,1,1,3.6056,2,4,3,3,2,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"803",803,2,21,1.0714336,2,2,1,3,3.1623,4,2,4,1,1,-1,-3,2.828427125,5.656854249,-1,-2.828427125,2.8284
"804",804,2,21,1.7554622,1,1,1,1,2.2361,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"805",805,2,21,1.0540158,2,2,1,2,3.1623,3,2,3,1,1,-1,-2,3.535533906,5.656854249,-1,-2.121320344,2.1213
"806",806,2,21,0.4440305,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854249,2.828427125,3,2.828427125,2.8284
"807",807,2,21,1.6880111,1,2,1,1,2.2361,2,3,2,2,1,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"808",808,2,21,0.4408183,2,2,1,1,1.4142,2,3,4,2,3,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"809",809,2,21,0.5824621,2,2,3,1,4.2426,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"810",810,2,21,1.0494101,1,2,1,2,3.6056,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"811",811,2,21,1.3212172,1,1,1,1,2.2361,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"812",812,2,21,1.1190686,2,2,1,1,2.2361,2,4,2,3,1,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"813",813,2,21,0.9876667,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"814",814,2,21,1.7795234,2,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"815",815,2,21,1.3218286,1,1,1,1,1.4142,2,1,1,2,2,1,1,5.656854249,4.242640687,1,1.414213562,1.4142
"816",816,2,21,0.4224508,1,1,3,3,2.2361,6,1,1,4,4,3,3,5.656854249,1.414213562,3,4.242640687,4.2426
"817",817,2,21,0.444976,2,2,2,1,4.2426,3,4,3,2,2,-2,-1,2.121320344,4.242640687,-1,-2.121320344,2.1213
"818",818,2,21,0.5153919,2,2,3,2,3.6056,5,4,3,1,1,-3,-2,2.121320344,5.656854249,-2,-3.535533906,3.5355
"819",819,2,21,1.3106887,2,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242640687,5.656854249,-1,-1.414213562,1.4142
"820",820,2,21,0.9852633,1,1,2,2,2.8284,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"821",821,3,21,0.9755904,2,2,3,1,2.2361,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"822",822,3,21,0.9626922,1,1,2,3,2.2361,5,2,1,4,4,2,3,4.949747468,1.414213562,3,3.535533906,3.5355
"823",823,3,21,0.405314,2,2,2,2,3.1623,4,4,3,2,1,-2,-2,2.121320344,4.949747468,-2,-2.828427125,2.8284
"824",824,3,21,1.2313349,1,1,3,2,2.2361,5,1,2,4,4,3,2,4.949747468,1.414213562,3,3.535533906,3.5355
"825",825,3,21,1.3010559,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535533906,5.656854249,-1,-2.121320344,2.1213
"826",826,3,21,1.3582022,2,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"827",827,3,21,1.0410559,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"828",828,3,21,0.6920857,1,1,2,2,3.6056,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"829",829,3,21,1.7240681,2,2,1,1,3.6056,2,2,3,1,2,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"830",830,3,21,1.5137049,1,1,1,1,2.2361,2,2,3,3,4,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"831",831,3,21,0.5861301,1,1,2,3,3.1623,5,1,1,3,4,2,3,5.656854249,2.121320344,3,3.535533906,3.5355
"832",832,3,21,0.8034025,2,2,2,2,3.6056,4,3,3,1,1,-2,-2,2.828427125,5.656854249,-2,-2.828427125,2.8284
"833",833,3,21,1.243399,1,1,1,2,2.2361,3,3,2,4,4,1,2,3.535533906,1.414213562,2,2.121320344,2.1213
"834",834,3,21,0.5298505,1,1,3,1,1.4142,4,1,3,4,4,3,1,4.242640687,1.414213562,3,2.828427125,2.8284
"835",835,3,21,0.5977901,1,1,2,2,1.4142,4,1,2,3,4,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"836",836,3,21,0.4238261,2,2,1,2,3.1623,3,4,3,3,1,-1,-2,2.121320344,4.242640687,-2,-2.121320344,2.1213
"837",837,3,21,0.6503183,1,1,1,3,2.2361,4,2,1,3,4,1,3,4.949747468,2.121320344,3,2.828427125,2.8284
"838",838,3,21,1.6283339,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"839",839,3,21,0.9019017,1,1,1,2,3.6056,3,2,2,3,4,1,2,4.242640687,2.121320344,2,2.121320344,2.1213
"840",840,3,21,1.1703299,1,1,1,2,1.4142,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"841",841,1,22,0.6974885,1,1,2,2,2.8284,4,2,1,4,3,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"842",842,1,22,0.6029909,2,2,1,2,2.2361,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"843",843,1,22,0.5940274,2,2,1,3,3.1623,4,3,4,2,1,-1,-3,2.121320344,4.949747468,-1,-2.828427125,2.8284
"844",844,1,22,1.04773,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"845",845,1,22,0.3249265,2,2,1,3,3.1623,4,4,4,3,1,-1,-3,1.414213562,4.242640687,-3,-2.828427125,2.8284
"846",846,1,22,0.3930276,2,2,2,2,2.8284,4,4,4,2,2,-2,-2,1.414213562,4.242640687,-2,-2.828427125,2.8284
"847",847,1,22,0.3714331,1,1,2,2,2.8284,4,1,1,3,3,2,2,5.656854249,2.828427125,2,2.828427125,2.8284
"848",848,1,22,0.8857289,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"849",849,1,22,1.2779775,1,1,1,1,1.4142,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"850",850,1,22,0.8633594,1,2,3,1,3.1623,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"851",851,1,22,0.7983918,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747468,3.535533906,1,1.414213562,1.4142
"852",852,1,22,0.7630826,1,1,1,2,2.2361,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"853",853,1,22,0.5664365,1,1,2,1,2.2361,3,1,1,3,2,2,1,5.656854249,3.535533906,1,2.121320344,2.1213
"854",854,1,22,1.1487698,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"855",855,1,22,0.3966487,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414213562,4.949747468,-2,-3.535533906,3.5355
"856",856,1,22,0.8275461,1,1,1,1,1.4142,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"857",857,1,22,0.9339436,1,1,2,1,2.2361,3,2,2,4,3,2,1,4.242640687,2.121320344,1,2.121320344,2.1213
"858",858,1,22,0.6350801,2,2,3,1,3.1623,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"859",859,1,22,1.2674116,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"860",860,1,22,0.6091241,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.121320344,4.242640687,-1,-2.121320344,2.1213
"861",861,2,22,0.8794857,1,1,1,3,1.4142,4,3,1,4,4,1,3,4.242640687,1.414213562,3,2.828427125,2.8284
"862",862,2,22,0.6480859,2,2,1,1,3.6056,2,4,3,3,2,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"863",863,2,22,0.9416423,2,2,1,3,3.1623,4,2,4,1,1,-1,-3,2.828427125,5.656854249,-1,-2.828427125,2.8284
"864",864,2,22,1.6571092,1,1,1,1,2.2361,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"865",865,2,22,0.7959899,2,2,1,2,3.1623,3,2,3,1,1,-1,-2,3.535533906,5.656854249,-1,-2.121320344,2.1213
"866",866,2,22,0.3311909,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854249,2.828427125,3,2.828427125,2.8284
"867",867,2,22,0.7988274,2,2,1,1,2.2361,2,3,2,2,1,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"868",868,2,22,0.7967338,2,2,1,1,1.4142,2,3,4,2,3,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"869",869,2,22,0.7964255,2,2,3,1,4.2426,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"870",870,2,22,0.2739848,2,2,1,2,3.6056,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"871",871,2,22,0.7382207,1,1,1,1,2.2361,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"872",872,2,22,0.616607,2,2,1,1,2.2361,2,4,2,3,1,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"873",873,2,22,0.8851382,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"874",874,2,22,0.7679053,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"875",875,2,22,0.2145189,1,1,1,1,1.4142,2,1,1,2,2,1,1,5.656854249,4.242640687,1,1.414213562,1.4142
"876",876,2,22,2.0001354,1,1,3,3,2.2361,6,1,1,4,4,3,3,5.656854249,1.414213562,3,4.242640687,4.2426
"877",877,2,22,0.8559783,2,2,2,1,4.2426,3,4,3,2,2,-2,-1,2.121320344,4.242640687,-1,-2.121320344,2.1213
"878",878,2,22,0.7996728,2,2,3,2,3.6056,5,4,3,1,1,-3,-2,2.121320344,5.656854249,-2,-3.535533906,3.5355
"879",879,2,22,0.6537041,2,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242640687,5.656854249,-1,-1.414213562,1.4142
"880",880,2,22,0.5685249,1,1,2,2,2.8284,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"881",881,3,22,0.6568472,2,2,3,1,2.2361,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"882",882,3,22,0.4051577,1,1,2,3,2.2361,5,2,1,4,4,2,3,4.949747468,1.414213562,3,3.535533906,3.5355
"883",883,3,22,0.455368,2,2,2,2,3.1623,4,4,3,2,1,-2,-2,2.121320344,4.949747468,-2,-2.828427125,2.8284
"884",884,3,22,0.5250321,1,1,3,2,2.2361,5,1,2,4,4,3,2,4.949747468,1.414213562,3,3.535533906,3.5355
"885",885,3,22,0.6040266,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535533906,5.656854249,-1,-2.121320344,2.1213
"886",886,3,22,0.7327097,2,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"887",887,3,22,0.5854298,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"888",888,3,22,0.7873437,1,1,2,2,3.6056,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"889",889,3,22,1.0379797,2,2,1,1,3.6056,2,2,3,1,2,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"890",890,3,22,0.5659898,1,1,1,1,2.2361,2,2,3,3,4,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"891",891,3,22,0.2137616,1,1,2,3,3.1623,5,1,1,3,4,2,3,5.656854249,2.121320344,3,3.535533906,3.5355
"892",892,3,22,0.6146883,2,2,2,2,3.6056,4,3,3,1,1,-2,-2,2.828427125,5.656854249,-2,-2.828427125,2.8284
"893",893,3,22,0.7356635,1,1,1,2,2.2361,3,3,2,4,4,1,2,3.535533906,1.414213562,2,2.121320344,2.1213
"894",894,3,22,0.6613813,1,1,3,1,1.4142,4,1,3,4,4,3,1,4.242640687,1.414213562,3,2.828427125,2.8284
"895",895,3,22,0.4909884,1,1,2,2,1.4142,4,1,2,3,4,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"896",896,3,22,0.6690903,2,2,1,2,3.1623,3,4,3,3,1,-1,-2,2.121320344,4.242640687,-2,-2.121320344,2.1213
"897",897,3,22,0.4333452,1,1,1,3,2.2361,4,2,1,3,4,1,3,4.949747468,2.121320344,3,2.828427125,2.8284
"898",898,3,22,0.7106783,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"899",899,3,22,0.591489,1,1,1,2,3.6056,3,2,2,3,4,1,2,4.242640687,2.121320344,2,2.121320344,2.1213
"900",900,3,22,0.6863757,1,1,1,2,1.4142,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"901",901,1,23,0.6686834,1,1,2,2,2.8284,4,2,1,4,3,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"902",902,1,23,1.2272604,2,2,1,2,2.2361,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"903",903,1,23,0.5137095,2,2,1,3,3.1623,4,3,4,2,1,-1,-3,2.121320344,4.949747468,-1,-2.828427125,2.8284
"904",904,1,23,0.8066097,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
