"","seq","blockw","sub","RT","resp","correct","D1","D2","E","Manhatton","F1_relevant_rank","F1_irrelevant_rank","F2_relevant_rank","F2_irrelevant_rank","rel1","rel2","diag1","diag2","chooseF1big","diag","diagdiff"
"1103",1103,2,26,0.5408583,2,2,1,3,3.1623,4,2,4,1,1,-1,-3,2.828427125,5.656854249,-1,-2.828427125,2.8284
"1104",1104,2,26,0.6857771,1,1,1,1,2.2361,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"1105",1105,2,26,0.8005516,2,2,1,2,3.1623,3,2,3,1,1,-1,-2,3.535533906,5.656854249,-1,-2.121320344,2.1213
"1106",1106,2,26,0.3165592,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854249,2.828427125,3,2.828427125,2.8284
"1107",1107,2,26,0.6400268,2,2,1,1,2.2361,2,3,2,2,1,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"1108",1108,2,26,0.5754504,2,2,1,1,1.4142,2,3,4,2,3,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"1109",1109,2,26,0.7828466,2,2,3,1,4.2426,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"1110",1110,2,26,0.5970293,2,2,1,2,3.6056,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"1111",1111,2,26,1.0785035,1,1,1,1,2.2361,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"1112",1112,2,26,1.0225302,2,2,1,1,2.2361,2,4,2,3,1,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"1113",1113,2,26,0.9409513,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"1114",1114,2,26,0.8561351,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"1115",1115,2,26,0.3038423,1,1,1,1,1.4142,2,1,1,2,2,1,1,5.656854249,4.242640687,1,1.414213562,1.4142
"1116",1116,2,26,0.3486084,1,1,3,3,2.2361,6,1,1,4,4,3,3,5.656854249,1.414213562,3,4.242640687,4.2426
"1117",1117,2,26,0.5801977,2,2,2,1,4.2426,3,4,3,2,2,-2,-1,2.121320344,4.242640687,-1,-2.121320344,2.1213
"1118",1118,2,26,0.7652356,2,2,3,2,3.6056,5,4,3,1,1,-3,-2,2.121320344,5.656854249,-2,-3.535533906,3.5355
"1119",1119,2,26,0.6527056,2,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242640687,5.656854249,-1,-1.414213562,1.4142
"1120",1120,2,26,0.776546,1,1,2,2,2.8284,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"1121",1121,3,26,0.7106461,2,2,3,1,2.2361,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"1122",1122,3,26,0.5402489,1,1,2,3,2.2361,5,2,1,4,4,2,3,4.949747468,1.414213562,3,3.535533906,3.5355
"1123",1123,3,26,0.6235714,2,2,2,2,3.1623,4,4,3,2,1,-2,-2,2.121320344,4.949747468,-2,-2.828427125,2.8284
"1124",1124,3,26,0.7580731,1,1,3,2,2.2361,5,1,2,4,4,3,2,4.949747468,1.414213562,3,3.535533906,3.5355
"1125",1125,3,26,0.7171673,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535533906,5.656854249,-1,-2.121320344,2.1213
"1126",1126,3,26,0.655428,2,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"1127",1127,3,26,0.86128,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"1128",1128,3,26,0.7604982,1,1,2,2,3.6056,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"1129",1129,3,26,0.8852804,2,2,1,1,3.6056,2,2,3,1,2,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"1130",1130,3,26,0.9250511,1,1,1,1,2.2361,2,2,3,3,4,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"1131",1131,3,26,0.4305709,1,1,2,3,3.1623,5,1,1,3,4,2,3,5.656854249,2.121320344,3,3.535533906,3.5355
"1132",1132,3,26,0.6882961,2,2,2,2,3.6056,4,3,3,1,1,-2,-2,2.828427125,5.656854249,-2,-2.828427125,2.8284
"1133",1133,3,26,0.8429173,1,1,1,2,2.2361,3,3,2,4,4,1,2,3.535533906,1.414213562,2,2.121320344,2.1213
"1134",1134,3,26,0.7248448,1,1,3,1,1.4142,4,1,3,4,4,3,1,4.242640687,1.414213562,3,2.828427125,2.8284
"1135",1135,3,26,0.711318,1,1,2,2,1.4142,4,1,2,3,4,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"1136",1136,3,26,0.8589853,2,2,1,2,3.1623,3,4,3,3,1,-1,-2,2.121320344,4.242640687,-2,-2.121320344,2.1213
"1137",1137,3,26,0.6553034,1,1,1,3,2.2361,4,2,1,3,4,1,3,4.949747468,2.121320344,3,2.828427125,2.8284
"1138",1138,3,26,0.7013141,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"1139",1139,3,26,0.7441086,1,1,1,2,3.6056,3,2,2,3,4,1,2,4.242640687,2.121320344,2,2.121320344,2.1213
"1140",1140,3,26,0.6326471,1,1,1,2,1.4142,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"1141",1141,1,27,0.483211,1,1,2,2,2.8284,4,2,1,4,3,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"1142",1142,1,27,0.5972623,2,2,1,2,2.2361,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"1143",1143,1,27,0.9076019,2,2,1,3,3.1623,4,3,4,2,1,-1,-3,2.121320344,4.949747468,-1,-2.828427125,2.8284
"1144",1144,1,27,0.8989679,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"1145",1145,1,27,0.4480587,2,2,1,3,3.1623,4,4,4,3,1,-1,-3,1.414213562,4.242640687,-3,-2.828427125,2.8284
"1146",1146,1,27,0.3249066,2,2,2,2,2.8284,4,4,4,2,2,-2,-2,1.414213562,4.242640687,-2,-2.828427125,2.8284
"1147",1147,1,27,0.3844163,1,1,2,2,2.8284,4,1,1,3,3,2,2,5.656854249,2.828427125,2,2.828427125,2.8284
"1148",1148,1,27,1.2024999,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"1149",1149,1,27,0.9566721,1,1,1,1,1.4142,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"1150",1150,1,27,0.9097403,2,2,3,1,3.1623,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"1151",1151,1,27,0.6376362,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747468,3.535533906,1,1.414213562,1.4142
"1152",1152,1,27,1.5126506,2,1,1,2,2.2361,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"1153",1153,1,27,0.4865039,1,1,2,1,2.2361,3,1,1,3,2,2,1,5.656854249,3.535533906,1,2.121320344,2.1213
"1154",1154,1,27,1.2130035,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"1155",1155,1,27,0.4294504,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414213562,4.949747468,-2,-3.535533906,3.5355
"1156",1156,1,27,1.8186532,1,1,1,1,1.4142,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"1157",1157,1,27,2.0001493,NA,1,2,1,2.2361,3,2,2,4,3,2,1,4.242640687,2.121320344,1,2.121320344,2.1213
"1158",1158,1,27,0.7010739,2,2,3,1,3.1623,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"1159",1159,1,27,1.0946769,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"1160",1160,1,27,0.7558411,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.121320344,4.242640687,-1,-2.121320344,2.1213
"1161",1161,2,27,0.660163,1,1,1,3,1.4142,4,3,1,4,4,1,3,4.242640687,1.414213562,3,2.828427125,2.8284
"1162",1162,2,27,1.1964727,2,2,1,1,3.6056,2,4,3,3,2,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"1163",1163,2,27,0.9154718,2,2,1,3,3.1623,4,2,4,1,1,-1,-3,2.828427125,5.656854249,-1,-2.828427125,2.8284
"1164",1164,2,27,1.253965,1,1,1,1,2.2361,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"1165",1165,2,27,0.9848704,2,2,1,2,3.1623,3,2,3,1,1,-1,-2,3.535533906,5.656854249,-1,-2.121320344,2.1213
"1166",1166,2,27,0.2595984,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854249,2.828427125,3,2.828427125,2.8284
"1167",1167,2,27,1.0188956,2,2,1,1,2.2361,2,3,2,2,1,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"1168",1168,2,27,0.9016063,2,2,1,1,1.4142,2,3,4,2,3,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"1169",1169,2,27,0.8055789,2,2,3,1,4.2426,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"1170",1170,2,27,0.8904455,2,2,1,2,3.6056,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"1171",1171,2,27,0.8280094,2,1,1,1,2.2361,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"1172",1172,2,27,0.9631251,2,2,1,1,2.2361,2,4,2,3,1,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"1173",1173,2,27,1.37529,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"1174",1174,2,27,1.8494704,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"1175",1175,2,27,0.8652997,1,1,1,1,1.4142,2,1,1,2,2,1,1,5.656854249,4.242640687,1,1.414213562,1.4142
"1176",1176,2,27,0.4145049,1,1,3,3,2.2361,6,1,1,4,4,3,3,5.656854249,1.414213562,3,4.242640687,4.2426
"1177",1177,2,27,0.7256017,2,2,2,1,4.2426,3,4,3,2,2,-2,-1,2.121320344,4.242640687,-1,-2.121320344,2.1213
"1178",1178,2,27,0.8460423,2,2,3,2,3.6056,5,4,3,1,1,-3,-2,2.121320344,5.656854249,-2,-3.535533906,3.5355
"1179",1179,2,27,0.9878183,2,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242640687,5.656854249,-1,-1.414213562,1.4142
"1180",1180,2,27,1.2069403,1,1,2,2,2.8284,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"1181",1181,3,27,0.7838412,2,2,3,1,2.2361,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"1182",1182,3,27,0.5665318,1,1,2,3,2.2361,5,2,1,4,4,2,3,4.949747468,1.414213562,3,3.535533906,3.5355
"1183",1183,3,27,0.9029641,2,2,2,2,3.1623,4,4,3,2,1,-2,-2,2.121320344,4.949747468,-2,-2.828427125,2.8284
"1184",1184,3,27,0.7012312,1,1,3,2,2.2361,5,1,2,4,4,3,2,4.949747468,1.414213562,3,3.535533906,3.5355
"1185",1185,3,27,0.9500627,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535533906,5.656854249,-1,-2.121320344,2.1213
"1186",1186,3,27,0.8214616,2,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"1187",1187,3,27,0.7392746,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"1188",1188,3,27,1.0214246,1,1,2,2,3.6056,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"1189",1189,3,27,1.3211507,2,2,1,1,3.6056,2,2,3,1,2,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"1190",1190,3,27,2.0001318,NA,1,1,1,2.2361,2,2,3,3,4,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"1191",1191,3,27,0.3865209,1,1,2,3,3.1623,5,1,1,3,4,2,3,5.656854249,2.121320344,3,3.535533906,3.5355
"1192",1192,3,27,0.723814,2,2,2,2,3.6056,4,3,3,1,1,-2,-2,2.828427125,5.656854249,-2,-2.828427125,2.8284
"1193",1193,3,27,1.2619088,1,1,1,2,2.2361,3,3,2,4,4,1,2,3.535533906,1.414213562,2,2.121320344,2.1213
"1194",1194,3,27,0.8200101,1,1,3,1,1.4142,4,1,3,4,4,3,1,4.242640687,1.414213562,3,2.828427125,2.8284
"1195",1195,3,27,0.6969006,1,1,2,2,1.4142,4,1,2,3,4,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"1196",1196,3,27,1.7382885,2,2,1,2,3.1623,3,4,3,3,1,-1,-2,2.121320344,4.242640687,-2,-2.121320344,2.1213
"1197",1197,3,27,0.5128574,1,1,1,3,2.2361,4,2,1,3,4,1,3,4.949747468,2.121320344,3,2.828427125,2.8284
"1198",1198,3,27,0.9254655,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"1199",1199,3,27,1.14263,1,1,1,2,3.6056,3,2,2,3,4,1,2,4.242640687,2.121320344,2,2.121320344,2.1213
"1200",1200,3,27,1.2704082,1,1,1,2,1.4142,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"1201",1201,1,28,0.8418195,1,1,2,2,2.8284,4,2,1,4,3,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"1202",1202,1,28,0.8519868,2,2,1,2,2.2361,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"1203",1203,1,28,0.5551038,2,2,1,3,3.1623,4,3,4,2,1,-1,-3,2.121320344,4.949747468,-1,-2.828427125,2.8284
"1204",1204,1,28,0.6572434,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"1205",1205,1,28,0.4921215,2,2,1,3,3.1623,4,4,4,3,1,-1,-3,1.414213562,4.242640687,-3,-2.828427125,2.8284
"1206",1206,1,28,0.6862211,2,2,2,2,2.8284,4,4,4,2,2,-2,-2,1.414213562,4.242640687,-2,-2.828427125,2.8284
"1207",1207,1,28,0.335512,1,1,2,2,2.8284,4,1,1,3,3,2,2,5.656854249,2.828427125,2,2.828427125,2.8284
"1208",1208,1,28,0.7334426,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"1209",1209,1,28,0.4616194,1,1,1,1,1.4142,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"1210",1210,1,28,0.8222627,2,2,3,1,3.1623,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"1211",1211,1,28,0.6087338,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747468,3.535533906,1,1.414213562,1.4142
"1212",1212,1,28,0.6352913,1,1,1,2,2.2361,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"1213",1213,1,28,0.4155007,1,1,2,1,2.2361,3,1,1,3,2,2,1,5.656854249,3.535533906,1,2.121320344,2.1213
"1214",1214,1,28,0.8239615,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"1215",1215,1,28,0.6600577,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414213562,4.949747468,-2,-3.535533906,3.5355
"1216",1216,1,28,1.1211129,1,1,1,1,1.4142,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"1217",1217,1,28,0.4703906,1,1,2,1,2.2361,3,2,2,4,3,2,1,4.242640687,2.121320344,1,2.121320344,2.1213
"1218",1218,1,28,0.716261,2,2,3,1,3.1623,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"1219",1219,1,28,1.3446347,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"1220",1220,1,28,0.6967896,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.121320344,4.242640687,-1,-2.121320344,2.1213
"1221",1221,2,28,0.8268465,1,1,1,3,1.4142,4,3,1,4,4,1,3,4.242640687,1.414213562,3,2.828427125,2.8284
"1222",1222,2,28,0.5578209,2,2,1,1,3.6056,2,4,3,3,2,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"1223",1223,2,28,0.6275955,2,2,1,3,3.1623,4,2,4,1,1,-1,-3,2.828427125,5.656854249,-1,-2.828427125,2.8284
"1224",1224,2,28,0.557029,1,1,1,1,2.2361,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"1225",1225,2,28,0.9061904,2,2,1,2,3.1623,3,2,3,1,1,-1,-2,3.535533906,5.656854249,-1,-2.121320344,2.1213
"1226",1226,2,28,0.5705321,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854249,2.828427125,3,2.828427125,2.8284
"1227",1227,2,28,0.8593306,2,2,1,1,2.2361,2,3,2,2,1,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"1228",1228,2,28,0.8876876,2,2,1,1,1.4142,2,3,4,2,3,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"1229",1229,2,28,0.9724185,2,2,3,1,4.2426,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"1230",1230,2,28,0.6289464,2,2,1,2,3.6056,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"1231",1231,2,28,1.6202838,1,1,1,1,2.2361,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"1232",1232,2,28,0.6171585,2,2,1,1,2.2361,2,4,2,3,1,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"1233",1233,2,28,1.0099367,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"1234",1234,2,28,0.5862404,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"1235",1235,2,28,0.3813937,1,1,1,1,1.4142,2,1,1,2,2,1,1,5.656854249,4.242640687,1,1.414213562,1.4142
"1236",1236,2,28,0.452441,1,1,3,3,2.2361,6,1,1,4,4,3,3,5.656854249,1.414213562,3,4.242640687,4.2426
"1237",1237,2,28,0.4387241,2,2,2,1,4.2426,3,4,3,2,2,-2,-1,2.121320344,4.242640687,-1,-2.121320344,2.1213
"1238",1238,2,28,0.5140777,2,2,3,2,3.6056,5,4,3,1,1,-3,-2,2.121320344,5.656854249,-2,-3.535533906,3.5355
"1239",1239,2,28,0.3859384,1,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242640687,5.656854249,-1,-1.414213562,1.4142
"1240",1240,2,28,0.68187,1,1,2,2,2.8284,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"1241",1241,3,28,0.3607564,2,2,3,1,2.2361,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"1242",1242,3,28,0.3436634,1,1,2,3,2.2361,5,2,1,4,4,2,3,4.949747468,1.414213562,3,3.535533906,3.5355
"1243",1243,3,28,0.4051233,2,2,2,2,3.1623,4,4,3,2,1,-2,-2,2.121320344,4.949747468,-2,-2.828427125,2.8284
"1244",1244,3,28,0.3261017,1,1,3,2,2.2361,5,1,2,4,4,3,2,4.949747468,1.414213562,3,3.535533906,3.5355
"1245",1245,3,28,0.743902,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535533906,5.656854249,-1,-2.121320344,2.1213
"1246",1246,3,28,0.7973517,2,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"1247",1247,3,28,0.5143152,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"1248",1248,3,28,0.5911315,1,1,2,2,3.6056,4,2,2,4,4,2,2,4.242640687,1.414213562,2,2.828427125,2.8284
"1249",1249,3,28,2.0002092,NA,2,1,1,3.6056,2,2,3,1,2,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"1250",1250,3,28,0.72097,1,1,1,1,2.2361,2,2,3,3,4,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"1251",1251,3,28,0.306357,1,1,2,3,3.1623,5,1,1,3,4,2,3,5.656854249,2.121320344,3,3.535533906,3.5355
"1252",1252,3,28,0.6078841,2,2,2,2,3.6056,4,3,3,1,1,-2,-2,2.828427125,5.656854249,-2,-2.828427125,2.8284
"1253",1253,3,28,0.8849751,1,1,1,2,2.2361,3,3,2,4,4,1,2,3.535533906,1.414213562,2,2.121320344,2.1213
"1254",1254,3,28,0.3834676,1,1,3,1,1.4142,4,1,3,4,4,3,1,4.242640687,1.414213562,3,2.828427125,2.8284
"1255",1255,3,28,0.4744456,1,1,2,2,1.4142,4,1,2,3,4,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"1256",1256,3,28,0.665639,2,2,1,2,3.1623,3,4,3,3,1,-1,-2,2.121320344,4.242640687,-2,-2.121320344,2.1213
"1257",1257,3,28,0.4815117,1,1,1,3,2.2361,4,2,1,3,4,1,3,4.949747468,2.121320344,3,2.828427125,2.8284
"1258",1258,3,28,0.5682818,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"1259",1259,3,28,0.5019078,1,1,1,2,3.6056,3,2,2,3,4,1,2,4.242640687,2.121320344,2,2.121320344,2.1213
"1260",1260,3,28,0.5539724,1,1,1,2,1.4142,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"1261",1261,1,29,0.8109707,1,1,2,2,2.8284,4,2,1,4,3,2,2,4.949747468,2.121320344,2,2.828427125,2.8284
"1262",1262,1,29,0.7245748,2,2,1,2,2.2361,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"1263",1263,1,29,0.7416283,2,2,1,3,3.1623,4,3,4,2,1,-1,-3,2.121320344,4.949747468,-1,-2.828427125,2.8284
"1264",1264,1,29,1.1043049,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"1265",1265,1,29,1.5995038,2,2,1,3,3.1623,4,4,4,3,1,-1,-3,1.414213562,4.242640687,-3,-2.828427125,2.8284
"1266",1266,1,29,1.0953422,2,2,2,2,2.8284,4,4,4,2,2,-2,-2,1.414213562,4.242640687,-2,-2.828427125,2.8284
"1267",1267,1,29,0.7618787,1,1,2,2,2.8284,4,1,1,3,3,2,2,5.656854249,2.828427125,2,2.828427125,2.8284
"1268",1268,1,29,1.4136738,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"1269",1269,1,29,1.6060155,1,1,1,1,1.4142,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"1270",1270,1,29,1.2621357,2,2,3,1,3.1623,4,4,2,1,1,-3,-1,2.828427125,5.656854249,-1,-2.828427125,2.8284
"1271",1271,1,29,1.0717631,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747468,3.535533906,1,1.414213562,1.4142
"1272",1272,1,29,1.2953253,1,1,1,2,2.2361,3,1,2,2,4,1,2,4.949747468,2.828427125,1,2.121320344,2.1213
"1273",1273,1,29,2.0002242,NA,1,2,1,2.2361,3,1,1,3,2,2,1,5.656854249,3.535533906,1,2.121320344,2.1213
"1274",1274,1,29,0.7033475,2,2,2,1,2.2361,3,3,3,1,2,-2,-1,2.828427125,4.949747468,-1,-2.121320344,2.1213
"1275",1275,1,29,0.5774241,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414213562,4.949747468,-2,-3.535533906,3.5355
"1276",1276,1,29,0.9633156,1,1,1,1,1.4142,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"1277",1277,1,29,1.2805407,1,1,2,1,2.2361,3,2,2,4,3,2,1,4.242640687,2.121320344,1,2.121320344,2.1213
"1278",1278,1,29,1.018041,2,2,3,1,3.1623,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"1279",1279,1,29,0.7391552,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535533906,2.121320344,1,1.414213562,1.4142
"1280",1280,1,29,0.7450482,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.121320344,4.242640687,-1,-2.121320344,2.1213
"1281",1281,2,29,0.8104023,1,1,1,3,1.4142,4,3,1,4,4,1,3,4.242640687,1.414213562,3,2.828427125,2.8284
"1282",1282,2,29,0.7447656,2,2,1,1,3.6056,2,4,3,3,2,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"1283",1283,2,29,0.7022694,2,2,1,3,3.1623,4,2,4,1,1,-1,-3,2.828427125,5.656854249,-1,-2.828427125,2.8284
"1284",1284,2,29,1.027846,1,1,1,1,2.2361,2,1,3,2,4,1,1,4.242640687,2.828427125,1,1.414213562,1.4142
"1285",1285,2,29,1.0388346,2,2,1,2,3.1623,3,2,3,1,1,-1,-2,3.535533906,5.656854249,-1,-2.121320344,2.1213
"1286",1286,2,29,0.5090552,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854249,2.828427125,3,2.828427125,2.8284
"1287",1287,2,29,1.0665467,2,2,1,1,2.2361,2,3,2,2,1,-1,-1,3.535533906,4.949747468,-1,-1.414213562,1.4142
"1288",1288,2,29,1.8039253,2,2,1,1,1.4142,2,3,4,2,3,-1,-1,2.121320344,3.535533906,-1,-1.414213562,1.4142
"1289",1289,2,29,0.6744732,2,2,3,1,4.2426,4,4,3,1,2,-3,-1,2.121320344,4.949747468,-1,-2.828427125,2.8284
"1290",1290,2,29,1.0234988,2,2,1,2,3.6056,3,3,3,2,1,-1,-2,2.828427125,4.949747468,-2,-2.121320344,2.1213
"1291",1291,2,29,1.8660618,1,1,1,1,2.2361,2,3,3,4,4,1,1,2.828427125,1.414213562,1,1.414213562,1.4142
"1292",1292,2,29,0.7728907,2,2,1,1,2.2361,2,4,2,3,1,-1,-1,2.828427125,4.242640687,-1,-1.414213562,1.4142
"1293",1293,2,29,1.2681421,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2,2.121320344,2.1213
"1294",1294,2,29,1.0101149,1,1,2,1,2.2361,3,1,3,3,4,2,1,4.242640687,2.121320344,2,2.121320344,2.1213
"1295",1295,2,29,0.475579,1,1,1,1,1.4142,2,1,1,2,2,1,1,5.656854249,4.242640687,1,1.414213562,1.4142
"1296",1296,2,29,1.2568406,1,1,3,3,2.2361,6,1,1,4,4,3,3,5.656854249,1.414213562,3,4.242640687,4.2426
"1297",1297,2,29,1.0585401,2,2,2,1,4.2426,3,4,3,2,2,-2,-1,2.121320344,4.242640687,-1,-2.121320344,2.1213
