,id,roi,model,TR,var
78,10,M1r,D1,547,0.246920229
79,10,mPFC,D1,547,1.104861851
81,11,Amy_L,D1,547,0.124359785
82,11,Amy_R,D1,547,0.115010178
83,11,EC_L,D1,547,1.73050563
84,11,EC_R,D1,547,0.973250495
85,11,Hippo_L,D1,547,0.114464664
86,11,Hippo_R,D1,547,0.080403486
87,11,M1l,D1,547,0.053617423
88,11,M1r,D1,547,0.116981766
89,11,mPFC,D1,547,0.788029862
91,15,Amy_L,D1,547,0.176600139
92,15,Amy_R,D1,547,0.098867712
93,15,EC_L,D1,547,2.106573223
94,15,EC_R,D1,547,1.664462516
95,15,Hippo_L,D1,547,0.14410178
96,15,Hippo_R,D1,547,0.170306548
97,15,M1l,D1,547,0.081209831
98,15,M1r,D1,547,0.122377392
99,15,mPFC,D1,547,0.678739944
101,17,Amy_L,D1,547,0.528745362
102,17,Amy_R,D1,547,0.438280552
103,17,EC_L,D1,547,1.397443655
104,17,EC_R,D1,547,2.140412342
105,17,Hippo_L,D1,547,0.284571778
106,17,Hippo_R,D1,547,0.367906277
107,17,M1l,D1,547,0.346503612
108,17,M1r,D1,547,0.299934924
109,17,mPFC,D1,547,0.510107746
111,18,Amy_L,D1,547,0.154943392
112,18,Amy_R,D1,547,0.103548666
113,18,EC_L,D1,547,0.553021657
114,18,EC_R,D1,547,1.138572909
115,18,Hippo_L,D1,547,0.095627734
116,18,Hippo_R,D1,547,0.092134729
117,18,M1l,D1,547,0.108224895
118,18,M1r,D1,547,0.135142866
119,18,mPFC,D1,547,0.170619825
121,19,Amy_L,D1,547,0.641099999
122,19,Amy_R,D1,547,0.443970163
123,19,EC_L,D1,547,1.594072401
124,19,EC_R,D1,547,0.949855757
125,19,Hippo_L,D1,547,0.841765089
126,19,Hippo_R,D1,547,0.411808027
127,19,M1l,D1,547,0.688246649
128,19,M1r,D1,547,0.469998287
129,19,mPFC,D1,547,0.28662136
131,21,Amy_L,D1,547,0.91434983
132,21,Amy_R,D1,547,0.297629475
133,21,EC_L,D1,547,3.55893358
134,21,EC_R,D1,547,2.161599816
135,21,Hippo_L,D1,547,0.584105717
136,21,Hippo_R,D1,547,0.250273313
137,21,M1l,D1,547,0.227499158
138,21,M1r,D1,547,0.35528352
139,21,mPFC,D1,547,1.296693272
141,22,Amy_L,D1,547,0.490597175
142,22,Amy_R,D1,547,0.260347445
143,22,EC_L,D1,547,2.977800519
144,22,EC_R,D1,547,1.109926286
145,22,Hippo_L,D1,547,0.147918052
146,22,Hippo_R,D1,547,0.175093815
147,22,M1l,D1,547,0.230524318
148,22,M1r,D1,547,0.340488216
149,22,mPFC,D1,547,1.094453727
151,23,Amy_L,D1,547,0.184947877
152,23,Amy_R,D1,547,0.112159295
153,23,EC_L,D1,547,1.833687891
154,23,EC_R,D1,547,0.229721379
155,23,Hippo_L,D1,547,0.048222246
156,23,Hippo_R,D1,547,0.055098189
157,23,M1l,D1,547,0.052873543
158,23,M1r,D1,547,0.174918005
159,23,mPFC,D1,547,0.170920949
161,24,Amy_L,D1,547,0.086876955
162,24,Amy_R,D1,547,0.113945521
163,24,EC_L,D1,547,0.500616159
164,24,EC_R,D1,547,0.21857065
165,24,Hippo_L,D1,547,0.067179252
166,24,Hippo_R,D1,547,0.048812093
167,24,M1l,D1,547,0.06496616
168,24,M1r,D1,547,0.246812777
169,24,mPFC,D1,547,0.089264763
171,25,Amy_L,D1,547,0.25848267
172,25,Amy_R,D1,547,0.128595206
173,25,EC_L,D1,547,0.56834393
174,25,EC_R,D1,547,0.270361638
175,25,Hippo_L,D1,547,0.106061001
176,25,Hippo_R,D1,547,0.088967703
177,25,M1l,D1,547,0.084834951
178,25,M1r,D1,547,0.173954939
179,25,mPFC,D1,547,0.089898886
181,26,Amy_L,D1,547,0.145072645
182,26,Amy_R,D1,547,0.348607817
183,26,EC_L,D1,547,0.364167107
184,26,EC_R,D1,547,0.265788852
185,26,Hippo_L,D1,547,0.071005888
186,26,Hippo_R,D1,547,0.072497944
187,26,M1l,D1,547,0.057016963
188,26,M1r,D1,547,0.082250449
189,26,mPFC,D1,547,0.114022989
191,27,Amy_L,D1,547,0.174764245
192,27,Amy_R,D1,547,0.522935293
193,27,EC_L,D1,547,2.719668776
194,27,EC_R,D1,547,0.96932955
195,27,Hippo_L,D1,547,0.166794445
196,27,Hippo_R,D1,547,0.219898921
197,27,M1l,D1,547,0.166517418
198,27,M1r,D1,547,0.153047872
199,27,mPFC,D1,547,0.768995395
201,28,Amy_L,D1,547,0.115877032
202,28,Amy_R,D1,547,0.15991033
203,28,EC_L,D1,547,2.611814763
204,28,EC_R,D1,547,0.425900169
205,28,Hippo_L,D1,547,0.062005928
206,28,Hippo_R,D1,547,0.074457903
207,28,M1l,D1,547,0.081736558
208,28,M1r,D1,547,0.101322065
209,28,mPFC,D1,547,0.101421513
211,29,Amy_L,D1,547,0.112369299
212,29,Amy_R,D1,547,0.116219204
213,29,EC_L,D1,547,1.048844215
214,29,EC_R,D1,547,0.348144065
215,29,Hippo_L,D1,547,0.060244676
216,29,Hippo_R,D1,547,0.05296064
217,29,M1l,D1,547,0.053477888
218,29,M1r,D1,547,0.185172342
219,29,mPFC,D1,547,0.224293363
221,30,Amy_L,D1,547,0.15378254
222,30,Amy_R,D1,547,0.194953783
223,30,EC_L,D1,547,0.715255867
224,30,EC_R,D1,547,0.267112219
225,30,Hippo_L,D1,547,0.074089375
226,30,Hippo_R,D1,547,0.053395845
227,30,M1l,D1,547,0.030497099
228,30,M1r,D1,547,0.058767019
229,30,mPFC,D1,547,0.05082641
231,31,Amy_L,D1,547,0.302834537
232,31,Amy_R,D1,547,0.41718524
233,31,EC_L,D1,547,1.962606876
234,31,EC_R,D1,547,0.619571576
235,31,Hippo_L,D1,547,0.111919251
236,31,Hippo_R,D1,547,0.073044287
237,31,M1l,D1,547,0.048989783
238,31,M1r,D1,547,0.068108321
239,31,mPFC,D1,547,0.166939053
